p_id,p_name,address,tags,open_time,open_day,category,price,p_rate,link
f55,스몰월드 서울대점,서울 관악구 관악로 168 2층 (우)08788,,보드카페,"월~금 13:00 ~ 23:30
더보기",f,,0/5,https://place.map.kakao.com/1076168962#comment
f58,홈즈앤루팡 노원점,서울 노원구 상계로 64 화랑빌딩 3층 (우)01695,,보드카페,,f,,0/5,https://place.map.kakao.com/1285887478#comment
f59,스몰월드 이수점,서울 동작구 동작대로27가길 48 5층 (우)07008,,보드카페,매일 12:00 ~ 23:30,f,,0/5,https://place.map.kakao.com/661334779#comment
f510,레드버튼 신림점,서울 관악구 신림로 323 3층 (우)08776,,보드카페,"월~목 13:00 ~ 01:00
더보기",f,,0/5,https://place.map.kakao.com/1578764944#comment
f511,펀타임 대학로,서울 종로구 대명길 24 5층 (우)03077,,보드카페,매일 12:00 ~ 24:00,f,,0/5,https://place.map.kakao.com/22538021#comment
f512,보드게임카페 로직 안암점,서울 성북구 고려대로24길 36 3층 (우)02855,,보드카페,,f,,0/5,https://place.map.kakao.com/334610092#comment
f513,베가스 보드게임카페,서울 송파구 올림픽로10길 9 (우)05557,,보드카페,,f,,0/5,https://place.map.kakao.com/27488015#comment
f514,세라비보드카페,서울 영등포구 영등포로 242 (우)07303,,보드카페,"매일 13:00 ~ 03:00 (연장가능)
더보기",f,,0/5,https://place.map.kakao.com/27402262#comment
f60,깔깔고블린,서울 마포구 동교로17안길 10 (우)04002,,보드카페,,f,,0/5,https://place.map.kakao.com/177930490#comment
f62,레드다이스,서울 종로구 창경궁로29길 25 명륜빌딩 2층 202호 (우)03073,,보드카페,매일 13:00 ~ 23:00,f,,0/5,https://place.map.kakao.com/27286294#comment
f63,더룸보드카페,서울 중구 명동8길 37-14 (우)04536,,보드카페,,f,,0/5,https://place.map.kakao.com/398799102#comment
f67,미니보드,서울 관악구 행운2길 17 지층 (우)08742,,보드카페,,f,,0/5,https://place.map.kakao.com/464833790#comment
f68,루시오 노원점,서울 노원구 노해로85길 1 6층 (우)01695,,보드카페,,f,,0/5,https://place.map.kakao.com/274700806#comment
f610,아수라발발타 역삼점,서울 강남구 테헤란로33길 13 (우)06141,"오픈한지 얼마 안된 역삼에 보드카페 명소 아수라발발타입니다
어느 보드카페보다 많은 종류의 보드게임과 각종 맛있는 먹을거리를 즐기러 오세요",보드카페,"매일 00:00 ~ 24:00
더보기",f,,0/5,https://place.map.kakao.com/17546078#comment
f611,라임보드게임,서울 광진구 능동로 111 3층 (우)05017,,보드카페,,f,,0/5,https://place.map.kakao.com/12658183#comment
f613,더벙커,서울 동대문구 회기로21길 34 지하 1층 (우)02453,,보드카페,,f,,0/5,https://place.map.kakao.com/1858456588#comment
f614,썬보드카페,서울 강남구 테헤란로22길 13 예동빌딩 지하1층 (우)06236,,보드카페,,f,,0/5,https://place.map.kakao.com/1192249455#comment
f70,보드카페아쿠아,서울 영등포구 여의대방로51길 13 지하1층 (우)07355,,보드카페,연중무휴,f,,0/5,https://place.map.kakao.com/18662431#comment
f73,펀타임,서울 서대문구 명물길 6 (우)03777,,보드카페,,f,,0/5,https://place.map.kakao.com/15730796#comment
f75,보드아일랜드,서울 관악구 신원로 38 지하1층 (우)08776,,보드카페,매일 12:00 ~ 24:00,f,,0/5,https://place.map.kakao.com/985613689#comment
f76,비앤비 바&보드카페,서울 강서구 마곡중앙6로 89 (우)07803,,보드카페,매일 00:00 ~ 24:00,f,,0/5,https://place.map.kakao.com/874543097#comment
f77,미플보드게임,서울 동대문구 회기로 150 (우)02460,,보드카페,"매일 12:00 ~ 23:30
더보기",f,,0/5,https://place.map.kakao.com/610526037#comment
f78,AP보드카페,서울 강남구 언주로172길 36 (우)06017,,보드카페,,f,,0/5,https://place.map.kakao.com/17284147#comment
f79,코티지가든,서울 마포구 양화로6길 57 지하 1층 (우)04047,,보드카페,,f,,0/5,https://place.map.kakao.com/1539188192#comment
f710,보드게임카페갬성,서울 송파구 백제고분로41길 26 3층 (우)05622,,보드카페,,f,,0/5,https://place.map.kakao.com/740613824#comment
f711,플레이보드 성신여대점,서울 성북구 동소문로22길 30 3층 (우)02845,,보드카페,,f,,0/5,https://place.map.kakao.com/27440027#comment
f712,라퓨타,서울 강동구 천호대로157길 26 4층 (우)05335,보드게임 전문 카페,보드카페,매일 13:00 ~ 23:59,f,,0/5,https://place.map.kakao.com/7858123#comment
f714,보드게임카페클루,서울 은평구 응암로 168 (우)03478,,보드카페,,f,,0/5,https://place.map.kakao.com/16442301#comment
f81,아수라발발타,서울 서초구 논현로17길 3 (우)06775,,보드카페,,f,,0/5,https://place.map.kakao.com/1474890310#comment
f89,미라클,서울 강남구 선릉로155길 13 (우)06019,,보드카페,,f,,0/5,https://place.map.kakao.com/11806453#comment
f811,매드포미니어쳐,서울 광진구 광나루로17길 14-5 지하 1층 (우)05005,,보드카페,,f,,0/5,https://place.map.kakao.com/441104215#comment
f813,MGM보드게임,서울 강남구 선릉로155길 15 (우)06019,,보드카페,,f,,0/5,https://place.map.kakao.com/27243553#comment
f814,카페깔깔고블린,서울 마포구 동교로17안길 10 1층 (우)04002,RPG 보드게임 카페,보드카페,"화~금 11:00 ~ 22:00
더보기",f,,0/5,https://place.map.kakao.com/242934803#comment
f91,다빈치보드게임카페,"서울 강남구 강남대로102길 14 3, 4층 (우)06128",,보드카페,,f,,0/5,https://place.map.kakao.com/1963445342#comment
f92,레이지클라우드,서울 동대문구 휘경로 5-1 7층 레이지클라우드 (우)02419,,보드카페,매일 13:00 ~ 24:00,f,,0/5,https://place.map.kakao.com/998616711#comment
f97,슈퍼보드,서울 성북구 동소문로20길 29-17 3층 (우)02845,보드게임카페,보드카페,매일 13:00 ~ 23:00,f,,0/5,https://place.map.kakao.com/26920410#comment
f101,다빈치보드게임카페,"서울 강남구 강남대로102길 14 3, 4층 (우)06128",,보드카페,,f,,0/5,https://place.map.kakao.com/1963445342#comment
f102,레이지클라우드,서울 동대문구 휘경로 5-1 7층 레이지클라우드 (우)02419,,보드카페,매일 13:00 ~ 24:00,f,,0/5,https://place.map.kakao.com/998616711#comment
f107,슈퍼보드,서울 성북구 동소문로20길 29-17 3층 (우)02845,보드게임카페,보드카페,매일 13:00 ~ 23:00,f,,0/5,https://place.map.kakao.com/26920410#comment
f113,제임스보드카페,서울 강남구 언주로85길 23-10 (우)06222,,보드카페,,f,,0/5,https://place.map.kakao.com/26467300#comment
f1210,성수지앵협동조합,서울 성동구 왕십리로 101 (우)04768,,보드카페,,f,,0/5,https://place.map.kakao.com/256970182#comment
f131,큐브이스케이프 홍대점,서울 마포구 양화로16길 15 무광빌딩 4층 (우)04039,,테마카페,"월,화,수,목,일 10:00 ~ 23:45
더보기",f,,0/5,https://place.map.kakao.com/27413260#comment
f132,꿀팟만화보드카페,서울 강서구 마곡중앙로 161-17 보타닉파크타워1 지하1층 B112호 (우)07788,,만화카페,"월~금 11:00 ~ 02:00
더보기",f,,0/5,https://place.map.kakao.com/528909972#comment
f133,키이스케이프 명동점,서울 중구 명동8나길 6 (우)04536,,테마카페,,f,,0/5,https://place.map.kakao.com/1587350979#comment
f134,방탈출제로,서울 서대문구 명물길 49 5층 (우)03776,,테마카페,"월~금 12:00 ~ 23:00
더보기",f,,0/5,https://place.map.kakao.com/27405762#comment
