,u_id,title,review,u_rate,place_name,p_id
52,미영 김,힐링되는 곳,"회의땜에 아셈타워 갔다가, 시간 남아서 들렀는데 항상 보면 힐링되는 느낌 받아요. 삼성동에서도 이렇게 고요하고 한적한 느낌이 있다니. 길 건너면 느낌이 또 다른곳이라 넘 좋아요~~^^",3,봉은사,0
53,Boa K,도심에서 즐기는 약식 템플 스테이,"조금 먼 거리의 절에 템플 스테이를 가기가 부담스럽다면, 봉은사로 가는 것도 좋을 듯. 외국인 친구들 데리고 가니 좋아했음. 설명해주시는 분도 친절했고 등 만들기도 재미있었음.",5,봉은사,0
54,yangcho0311,강남 도심 한복판의.,삼성 코엑스 쪽에 있는 봉은사. 서울에서도 유명한 절이다. 강남 한복판에 위치한것이 참 인상적이다.,4,봉은사,0
55,눈에서레이져빔,도심속 최고의 사찰~,삼성 코엑스에 인접한 지역에 전통의 사찰이 있다. 바로 봉은사~!! 시끌벅적하고 번화한 삼성역에 조용한 사찰 그리고 대한민국을 대표하는 사찰 불교신자가 아니더라도 한번쯤 가볼만 한 곳~ 조용히 산책하기 좋은 곳이다~,4,봉은사,0
56,수수 김,도심속 사찰,신촌 연대 이대 놀러가신다면 한 번쯤 방문해보셔도 되지만 굳이 가서 보실필요는; 석가탄신일에 외곽 절에 가지않고 봉은사에서 행사를 구경합니다 대부분 사찰이 그러하듯 특별한건 없어요,3,봉은사,0
57,오로곤,조계종사찰입니다.,서울2호선 삼성역에 위치해 있슥니다. 아마 서울에서 조계사와 더불어 가장 큰 사찰일듯 합니다. 바로길건너 앞에 현대배화점도 있고 서울 중심부라 직장인들도 많더군요. 나즈막한 산도 있습니다.,4,봉은사,0
58,으헤헤헤헹,삼성역갔다가 한번가봤는데 어마어마 합니다,삼성역갔다가 한번가봤는데 어마어마 합니다 절 크기가 장난아닙니다 애들교육상으로 좋을것 같습니다,5,봉은사,0
59,bl10021,마음이 아플때 방문하기 좋은 곳입니다.,"삼성동에 있을 때 조용한 곳을 가고싶어서 방문했었습니다. 생각하고싶고 기도하고 싶었는데 이곳에서 마음의 위안을 많이 얻고 왔습니다. 도시속에서 조용하고도 다른 분위기인 이곳은 혼자 생각하기에 좋은 곳인듯 합니다. 방문해보면 저뿐만이 아니고 기도하시는 분들을 많이 보았습니다. 굳이 불교가 아니더라도 한번쯤 방문해보시길, 마음이 편안해지는 기분을 느끼 실수 있을 것입니다.",5,봉은사,0
60,눈에서레이져빔,도심속 최고의 사찰~,삼성 코엑스에 인접한 지역에 전통의 사찰이 있다. 바로 봉은사~!! 시끌벅적하고 번화한 삼성역에 조용한 사찰 그리고 대한민국을 대표하는 사찰 불교신자가 아니더라도 한번쯤 가볼만 한 곳~ 조용히 산책하기 좋은 곳이다~,4,봉은사,0
61,수수 김,도심속 사찰,신촌 연대 이대 놀러가신다면 한 번쯤 방문해보셔도 되지만 굳이 가서 보실필요는; 석가탄신일에 외곽 절에 가지않고 봉은사에서 행사를 구경합니다 대부분 사찰이 그러하듯 특별한건 없어요,3,봉은사,0
62,오로곤,조계종사찰입니다.,서울2호선 삼성역에 위치해 있슥니다. 아마 서울에서 조계사와 더불어 가장 큰 사찰일듯 합니다. 바로길건너 앞에 현대배화점도 있고 서울 중심부라 직장인들도 많더군요. 나즈막한 산도 있습니다.,4,봉은사,0
63,으헤헤헤헹,삼성역갔다가 한번가봤는데 어마어마 합니다,삼성역갔다가 한번가봤는데 어마어마 합니다 절 크기가 장난아닙니다 애들교육상으로 좋을것 같습니다,5,봉은사,0
64,bl10021,마음이 아플때 방문하기 좋은 곳입니다.,"삼성동에 있을 때 조용한 곳을 가고싶어서 방문했었습니다. 생각하고싶고 기도하고 싶었는데 이곳에서 마음의 위안을 많이 얻고 왔습니다. 도시속에서 조용하고도 다른 분위기인 이곳은 혼자 생각하기에 좋은 곳인듯 합니다. 방문해보면 저뿐만이 아니고 기도하시는 분들을 많이 보았습니다. 굳이 불교가 아니더라도 한번쯤 방문해보시길, 마음이 편안해지는 기분을 느끼 실수 있을 것입니다.",5,봉은사,0
65,눈에서레이져빔,도심속 최고의 사찰~,삼성 코엑스에 인접한 지역에 전통의 사찰이 있다. 바로 봉은사~!! 시끌벅적하고 번화한 삼성역에 조용한 사찰 그리고 대한민국을 대표하는 사찰 불교신자가 아니더라도 한번쯤 가볼만 한 곳~ 조용히 산책하기 좋은 곳이다~,4,봉은사,0
66,수수 김,도심속 사찰,신촌 연대 이대 놀러가신다면 한 번쯤 방문해보셔도 되지만 굳이 가서 보실필요는; 석가탄신일에 외곽 절에 가지않고 봉은사에서 행사를 구경합니다 대부분 사찰이 그러하듯 특별한건 없어요,3,봉은사,0
67,오로곤,조계종사찰입니다.,서울2호선 삼성역에 위치해 있슥니다. 아마 서울에서 조계사와 더불어 가장 큰 사찰일듯 합니다. 바로길건너 앞에 현대배화점도 있고 서울 중심부라 직장인들도 많더군요. 나즈막한 산도 있습니다.,4,봉은사,0
68,으헤헤헤헹,삼성역갔다가 한번가봤는데 어마어마 합니다,삼성역갔다가 한번가봤는데 어마어마 합니다 절 크기가 장난아닙니다 애들교육상으로 좋을것 같습니다,5,봉은사,0
69,bl10021,마음이 아플때 방문하기 좋은 곳입니다.,"삼성동에 있을 때 조용한 곳을 가고싶어서 방문했었습니다. 생각하고싶고 기도하고 싶었는데 이곳에서 마음의 위안을 많이 얻고 왔습니다. 도시속에서 조용하고도 다른 분위기인 이곳은 혼자 생각하기에 좋은 곳인듯 합니다. 방문해보면 저뿐만이 아니고 기도하시는 분들을 많이 보았습니다. 굳이 불교가 아니더라도 한번쯤 방문해보시길, 마음이 편안해지는 기분을 느끼 실수 있을 것입니다.",5,봉은사,0
70,Joe.K,인근에 있다면 산책하기도 좋습니다.,아셈타워나 코엑스 권역에 근무하시는 분들이라면 점심시간에 산책하기 좋습니다. 정신없는 강남권에서 잠시 고즈녁한 기분을 느낄 수 있습니다.,3,봉은사,0
71,junheemin,도심 속 힐링,"코엑스, 여러 회사 빌딩들이 있는 삼성역 도심속에 자리잡고 있습니다. 대로변에는 사찰 앞부분만 보여 규모를 짐작하기 어려웠는데 직접 다녀오니 생각보다 더 크네요. 꽃이 피는 봄이나 단풍이 드는 가을에 좋습니다.",4,봉은사,0
72,wangsipri,코엑스에서 쉬고 싶을 때,코엑스처럼 사람 많은 곳에서 길 건너편에 이런 조용한 절이 있다는 것이 참 신기했어요. 조용히 산책하면서 머리 식히기 정말 좋은 곳이에요.,5,봉은사,0
73,cms6731,도심안에 있는 절을 찾아가다,"지하철 9호선 봉은사역에서 내리면 봉은사에 갈수 있다. 매일 11시30분부터 12시30분까지는 1,000원에 점심 봉양도 할수 있다. 도심안에서 부처님을 향해 기도를 올리고 멀리 산에서 볼수 있는 사찰을 감상할수 있다는 점에 불교신도가 아니더라도 한번은 들려볼만한 곳이라 생각한다.",5,봉은사,0
74,flyingdonutx100,서울 도심속 평온,경건하고 차분하고 마음이 차분해지는 서울 도심속 아름다운 절입니다. 최근에는 봉은사역이 생겨서 접근성이 더욱 좋아졌습니다.,4,봉은사,0
75,youngcheols,유료 관광거리가 필요합니다.,일본 신사에는 소원을 적는 애마가 있습니다. 500엔이나 하지요. 봉은사에도 깔끔하게 소원지를 적거나 걸어두는 다소 상업적인 놀이걸이가 있으면 관광용으로 좋을 듯합니다.,4,봉은사,0
76,qberwy,삼성역 주변에,삼성역 주변에 위치해있는 사찰입니다. 코엑스 구경갔다가 함께 둘러봐도 괜찮을법합니다. 안에 큰불상이 있습니다.,4,봉은사,0
77,Andysharu,강남 봉은사..,코엑스몰 북문쪽 맞은 쪽에 위치한 도량. 강남 도심속에 공원처럼 심신의 휴식을 느낄수 있는 곳이라 좋았내요. 천천히 걸어 올라가 한바퀴 둘러보고 하니 저절로 힐링이 되는듯 합니다.,4,봉은사,0
78,짱짱짱,지하철 9호선역과 연결,"한국의 유명한 절은 지방에 있어서 방문하기 어렵지만, 시내에서 절을 구경하고 싶다면 지하철을 타고 9호선과 가까운 봉은사를 관람하면 좋다.",5,봉은사,0
79,Ji L,Big temple in the middle of Seoul,코엑스 바로 옆에 자리잡은 사찰. 서울 도시 내에서 만날 수 있는 상당히 큰 사찰. 멋지게 잘 복원되어있고 시설도 상당히 편리합니다.,5,봉은사,0
80,choi_breeze,도심속에 위치한 절. 코엑스와 가까움,코엑스에서 길을 건너면 위치하고 있음. 도심속에 위치한 규모가 큰 절. 석가탄신일에는 화려한 등으로 치장되어 있음. 7인 이상시 템플스테이가 가능함. (목-외국인을 위한 프로그램) 저녁에 종치는 소리를 들어보면 웅장하고 깊은 울림을 느낄 수 있습니다.,3,봉은사,0
81,JAEMIN S,도심속 휴식이 필요할때,대로변에 입구가 있어 시끄러울거라는 예상을 뒤로하고 봉은사 내부는 마치 다른 도시에 와있는것처럼 조용하여 놀랐습니다. 도심속 휴식이 필요할때 찾기 좋은 곳이었습니다.,4,봉은사,0
82,Miyeon J,도심에 위치한 사찰,한국의 사찰은 대부분 유교의 영향으로 깊은 산중에 있습니다. 그러나 봉은사는 서울 도심에 위치하죠. 삼성 코엑스 바로 맞은편이라 접근성이 좋죠. 사찰을 둘러보는 것뿐만 아니라 봄이면 봄꽃이 여름엔 연꽃이...아름답습니다.,3,봉은사,0
83,희승 윤,서울 도심 한복판의 큰 절,삼성동 코엑스와 바로 마주보고 있는 거대한 절로 접근성이 아주 좋고 외국인들도 많이 온다. 근데 그게 전부라는게 조금 아쉽다.,3,봉은사,0
84,Jina P,도심속 자연을 느낄수있는 곳,도심 속 자연을 느낄 수 있는 곳이예요 역과도 그리 멀지 않는 곳에 있구요 이곳에서 절밥도 경험해보는것도 좋은거같아요 점심시간때 가능하답니다,4,봉은사,0
85,Seong Hyeon M,코엑스 앞의 커다란 절,"확실히 산속 절에 비해 인공적인 미가 있음 화분, 정원등 예쁘게 꾸며놓아 외국인지인이 보러 찾아갈정",3,봉은사,0
86,kiju98,시간이 남는다면 한바퀴 산책,삼성동의 직장인이라면 점심 먹고 한바퀴 산책할 수 있는 곳. 봄이면 꽃이 예쁘게 핍니다. 조금 더 컸더라면 삭막한 삼성동에 약간의 여유를 선사했을 수도...,2,봉은사,0
87,떠나볼래,좋아요~~,삼성동 도심공항 터미널에서 발권후 시간이 남아 10분정도 걸어 봉은사 도착~~~ 일부러 점심시간 맞춰가서 정말 저렴한 비용으로 절밥 먹고왔습니다 주변 회사원들 상당히 많이 오네요~~ 기대 이상으로 맛있네요~~ 건너편 무역센터 아쿠아리움 표지가 보이는데 아이들이 집에서 기다리고 있어 아쿠아리움은 몇일후 방문하기로~~~ 봉은사는 지하철보다 버스가 편리합니다 절 입구 근처에 버스정류장이 있어 지하철보다 덜 걸을수있습니다,3,봉은사,0
88,진영 김,도심에서 호젓한 사찰,"불교도인 외국인 모시고 갔었습니다. 대웅전이며, 산책할 길이 잘 되어 있네요. 영어로 해설해주는 분도 있다고 합니다.",4,봉은사,0
89,soobok,도심속의 절,도심속에 위치하고 있어서 바쁜일상에 지친 사람들에게 잠시 휴식의 공간입니다. 저렴한 사찰 음식도 있어서 좋네요.,4,봉은사,0
90,thewhitesilk,도심에서 느끼는 고즈넉함,불교신자가 아니어도 자주 들를 만큼 좋은 곳입니다. 도심에 있어 더욱 이색적이고 전통적인 아름다움이 부각되는 곳이라고 생각합니다.,5,봉은사,0
91,투덜스머프,도심에 위치한 한적한 그곳,"가깝게 삼성역이 있어서 접근성이 좋으며, 코엑스에서 인접한 곳입니다. 깨끗하고 도심한복판에 절이 있는게 신기한 곳 입니다.",4,봉은사,0
92,파도피아노,도심 속의 한가로운 휴식처!,삼성동 코엑스 근처에 위치하고 있어 서울시민들과 인근 직장인들이 즐겨 찾는 곳입니다. 저도 예전에 삼성동에서 일할 때 점심시간에 자주 방문하던 기억이 있네요. 강남의 복잡한 풍경에서 벗어나 잠시나마 휴식을 취할 수 있는 곳입니다.,3,봉은사,0
93,DragonT,노란자 땅에 위치한 큰 절,코엑스 근처 큰 절. 삼성동 회사 있는 분들은 점심 식사후 산책하기 아주 좋은곳. 힐링도 되고 괜찮습니다. 최근 신문에 보니 1000원짜리 식사 제공한다던데 담번에 점심때 한번 또 가서 먹어볼려 합니다.,4,봉은사,0
94,inside27,도심 속 고즈넉함을 느낄 수 있는 곳.,도심 속에서 절을 만나기란 쉽지 않은데요. 봉은사는 불교신자이든 아니든 편안한 마음으로 둘러볼 수 있는 절입니다. 특히 외국인 관광객들이 여럿 보여 이색적인 느낌을 받을 수 있었습니다.,3,봉은사,0
95,MI SUK,불교 문화가 궁금하지만 서울에만 머물러야한다면 한번쯤은..,"그렇게 멋진 불교 사찰은 아니라고 생각됩니다만, 외국인들이 서울에만 머물러있어야한다면 한번쯤 방문해도 좋은 사찰이라고 생각합니다. 접근성이 좋아요.",4,봉은사,0
96,Beeny yang,도심속의 고즈넉함,코엑스 가는 김에 가끔 들르기도 하고 봉은사 가려고 아예 삼성동에 갈 때도 있는데 도심 한복판에 큰 사찰이 있는 게 생경하면서도 동중정을 서울서 손쉽게 느낄 수 있는 최고의 장소라고 생각합니다. 점심 공양도 1000원 주고 먹을만하고 주변 거닐기도 좋습니다 마음이 울적할 때 종종 찾아갑니다,5,봉은사,0
97,아이언맨66,고즈넉한 곳,산책 삼아 한바퀴 돌고 오면 마음이 정화되는 것 같아 좋다. 고즈넉하기도 하고 무엇보다 도심과 가까워서 좋다.,5,봉은사,0
98,victoria,도심속 휴양지,도심 한복판에 위치한 사찰이라니. 게다가 고즈녁한 맛도 있으니 이 어찌 아름답지 않겠어요. 주차비가 좀 비싸기는 한데 그래도 볼만하고 미륵보살상 이 왕자누큰게 있고 경판을 보존한 판전은 현판을 추사김정희 선생님이 쓰신걸로 유명하답니다. 자세히 둘러보면 더 좋으실 거에요. 꼭 가보세뇨,4,봉은사,0
99,jaewanpark,코엑스에서 산책하기 좋은곳,코엑스 및 인터컨티넨탈 코엑스 길건너편에 있다. 절에 조경이 잘되어있고，저녁시간에 좋다~ 특히 석가탄신일에 화려한 연등행사는 찾아가서 볼만하다.,4,봉은사,0
100,Raonjena0502,도심속의 쉼이 되어주는 곳...,"집이 잠실이고 워낙에 사찰에 가는것을 좋아하기도 하는 까닭에 멀리있는 절에 가는 시간이 허락하지 못할때면 가끔 가는 곳이에요... 신도들도 방문객들도 늘 많고, 어느 지방의 조용한 사찰처럼 고즈넉한 분위기는 아니지만... 도심속에서 그냥 조금의 마음의 쉼이되어 주기에는 좋은 곳이라고 생각해요.",4,봉은사,0
