u_id,u_rate,p_id,review,review_en
당신또,2,1446,냄세나는 곳 평생 서울에서 산 나는 몇년전 지나가다 여긴 머지 하고 시장안으로 처음 들어갔으나 입구 부터 쾨쾨한 냄세에 ... 서양외국인들 광장시장 중간에서 젓가락질 하고 있던데 이런곳에 왜에,"I lived in Seoul for the rest of my life, and I went into the market a few years ago, but from the entrance, I went to the market for the first time. You were using chopsticks in the middle of Gwangjang Market. Why are you here?"
407yjj,5,1446,"재밋는 곳 마약김밥, 빈대떡, 납작만두 등등 어떤 시장보다 재밋고 맛있는 곳이에요. 외국인 친구를 데려가면 아주 재밌어할거에요. 중간중간 테이블 앞에서 연주 해주시는 분들도 잇어요","It is funnier and more delicious than any other market such as drug gimbap, pancake, flat dumplings, etc. It'll be a lot of fun to take a foreign friend. There are people who play in front of the table from time to time."
sei0402,5,1446,"육회로는 무조건 탑 다양한 먹거리와 음식점들, 싸고 질 좋은 음식들 호객 행위가 아주 조금 있지만 신경쓰이지 않을 정도! 필수는 역시 육회가 아닐까..","Yukhoe-ro is the top. There are only a few acts of soliciting food, restaurants, cheap and high-quality foods, but I don't care! I think yukhoe is a must."
woo junggil,5,1446,"정말 크고 먹을것도 많다. 사람도 많고 재미있는 시장이다. 떡볶이, 빈대떡, 육회 등 한국 길거리 음식들을 맛볼 수 있다. 이모님들이 적극적으로 호객 행위를 하신다.가격도 저렴하고 어느 음식점을 가던 다 맛있다. 한국의 시장문화를 체험하기 좋은 곳이다.","It's really big and there's a lot to eat. It is a crowded and interesting market. You can taste Korean street foods such as tteokbokki, mung bean pancake, and yukhoe. The aunts are actively soliciting.It's cheap and delicious at any restaurant. It is a good place to experience Korean market culture."
jerry,5,1446,"광장시장내의 음식점들은 최고 해가 지날수록 사람들이 많아져 주말이면 사람들로 인해서 지나다니기 힘들정도이지만 육회, 빈대떡, 순대등 광장시장만의 맛이 있는 음식점들이 많아 자주 찾습니다","Restaurants in Gwangjang Market are crowded with people as the best years go by, making it hard for people to pass by on weekends, but there are many delicious restaurants in Gwangjang Market such as yukhoe, pancake, and sundae."
MyEveryTime,4,1446,녹두빈대떡... 주변 약국 도매점이 많아 겸사겸사 들른다. 비교적 저렴한 가격으로 사람들이 많이 붐비는 곳으로 특히 녹두빈대떡을 먹기 위해 줄을 선 사람들이 대박이다.,"Mung bean pancake... There are many drugstore wholesalers around here, so I stop by at the same time. It is a crowded place with relatively low prices, especially those who line up to eat mung bean pancakes."
밥쟁이,4,1446,"외국인들도 많은 ㅎㅎ 먹거리도 많고, 활기차요. 시장마다 분위기가 있다하면 여긴 활기차고 좋습니다. 바빠서 불친절할수 있는데, 가는곳마다 이모님들 너무 친절하시구 좋아요.","There are a lot of foreigners and there is a lot of food and it is very lively. If there's an atmosphere in every market, it's lively and nice here. I can be unfriendly because I'm busy, but my aunts are so kind wherever I go."
Yooni,3,1446,광장시장 서울에 있는 광장시장 . 미국에서 온 한인교포가 같이 가보고 싶다고 해서 갔다. 마약김밥이 맛있다고 유명하다고 가보자고 했다. 나도 잘 모르는데 같이 가서 먹었다. 사람들이 많았고 소소한 작은 시장안에 아줌마들이 여러음식을 팔았다. 마약김밥은 맛있는 줄 모르겠다. 다시는 가고 싶지않은 평범했다 . 식혜는 맛있었다. 주차는 근처 유료 주차장에 했다 지나가는 공간이 협소해서 사람들과 계속 치이면서 다녔다,"Gwangjang Market Seoul Gwangjang Market. I went there because a Korean American from the U.S. wanted to go with me. Let's go because drug gimbap is famous. I don't know either, but we went and ate together. There were many people and women sold various foods in a small market. I don't know if drug gimbap is delicious. It was normal not to want to go again. Sikhye was delicious. Parking was done in a nearby paid parking lot. The passing space was small, so I kept getting hit by people."
yong2lee,4,1446,"내가 제일 좋아하는 녹두빈대떡 항상 사람들이 너무 많아 붐비지만 혜화동 대학로를 쭈욱 따라 거닐고 내려오면서 막걸리와 먹는 녹두빈대떡은 너무 맛있어서 기분이 업 되요 마약김밥, 그리고 순대는 너무 맛있어요","My favorite mung bean pancake is always crowded because there are so many people, but the mung bean pancake that I eat with makgeolli while walking down Daehakro in Hyehwa-dong is so delicious that I feel excited. Drug kimbap and sundae are so delicious."
stryuji27,5,1446,서울에 온다면 꼭 추천하는 곳 요즘에 광장시장에 가면 다른때보다 관광객이 엄청 많이 보입니다. 평일에도 주말에도 늘 붐비는 곳이지만 그만큼 먹을것도 많은 곳이죠. 대단히 구경할 건 없지만 싸고 맛있는 음식을 다양하게 먹어볼수 있으니 추천합니다,"If you come to Seoul, I recommend this place. If you go to Gwangjang Market these days, you can see more tourists than any other time. It's always crowded on weekdays and weekends, but there's a lot to eat. I don't have much to see, but I recommend you to try various cheap and delicious foods."
W.C. Seoul,5,1446,광장시장 빈대떡 어제 광장시장 가서 빈대떡 포장해 왔다 광장시장 음식이 너무 많고 관광객도 엄청 많다 음식을 먹기 위해서는 현금이 필요하다 맷돌로 콩을 갈아서 빈대떡 만드는 과정을 볼 수 있어서 흥미롭다,I went to Gwangjang Market yesterday and packed it. There are too many food in Gwangjang Market and so many tourists. You need cash to eat food. It is interesting to see the process of grinding beans with millstones and making mung bean pancakes.
cheryl,4,1446,"광장시장 맛집 광장시장 대표먹거리인 마약김밥, 빈대떡, 육회 정말 맛있습니다. 방소에 많이 나오다 보니 평일에도 사람이 많습니다. 그래도 맛집탐방을 하다보면 붐비는 사람들 틈에서도 재미를 느낄 수 있습니다.","The representative foods of Gwangjang Market are drug gimbap, mung bean pancake, and yukhoe. There are a lot of people on weekdays as they come to the room a lot. But if you go on a tour of restaurants, you can have fun in the midst of crowds."
Sunshine827559,5,1446,사람이 너무 많음 토요일에 갔었는데 길도 너무 좁고.. 사람이 너무 많아서 밀려서 다녔어요. 음식은 맛있어요. 먹고싶은거 너무 많아서 조금씩 사서 먹으면서 돌아다녔어요 ㅎ,"I went there on Saturday when there were too many people, but the road was too narrow. There were so many people that I was pushed around. The food is delicious. There were so many things I wanted to eat that I bought a little bit and went around eating. Hah!"
Wanderer08401651835,4,1446,"광장시장 맛집 방문 광장시장 먹거리인 빈대떡, 꽈배기, 수수부꾸미, 육회, 마약김밥 등을 하루에 모두 맛보기 위해 방문했다. 줄을 길게 서서 기다린 끝에 조금씩 맛을 보는 재미가 즐거웠다. 기다리는 지침이 있었지만 달콤한 맛이 기다림을 잊게 했다. 먹거리 시장투어는 항상 재미있고 푸짐한 재미를 갖다준다","Visit Gwangjang Market Good Restaurant Visit Gwangjang Market To taste all the foods of Gwangjang Market, such as mung bean pancake, ggwabaegi, susu bukumi, yukhoe, and drug gimbap. After waiting in line for a long time, it was fun to taste it little by little. There were instructions for waiting, but the sweet taste made me forget waiting. Food market tours always bring a lot of fun."
EJ K,4,1446,유명한 시장이죠 다양한 먹거리와 볼거리 살거리가 있어서 유명한 곳이지요. 저녁에 술 한잔 할 때도 서민적인 맛을 즐길 수 있구요. 빈대떡도 유명하고. 점심에도 길거리 음식을 비롯해서 다양한 맛을 즐길 수 있어요.,It's a famous market. It is famous for its variety of food and attractions. You can also enjoy a common taste when you have a drink in the evening. Bindaetteok is also famous. You can enjoy a variety of flavors including street food at lunchtime.
선우 남,5,1446,한국의 그랜드바자르 한국적인 음식도 많이 맛볼 수 있고 전형적인 전통시장의 풍경도 볼 수 있는 곳입니다. 가격도 전반적으로 저렴하거나 적정한 편이라고 생각이 듭니다. 다만 상인분들이 당연하게 카드를 안받으시는데 이 부분만 개선되었으면 하는 바람이 있습니다.,"The Grand Bazaar of Korea is a place where you can taste a lot of Korean food and see the typical traditional market. I think the overall price is reasonable or inexpensive. However, merchants naturally don't accept cards, so I hope this part will be improved."
공쥬님,4,1446,시장 중 최고 시장 중 먹거리가 많은 시장 하면 광장시장이라고 생각합니다 빈대떡도 있고 떡갈비에 육회까지 술안주들이 즐비한 시장입니다,"I think Gwangjang Market is one of the best markets with a lot of food. This market is full of rice cake, grilled short rib patties, yukhoe, and other side dishes."
sukiri_beomkiri,5,1446,"맛있는 음식 가득한 광장시장 빈대떡, 대구탕, 육회, 칼국수, 김밥, 비빔밥, 해산물 등등 정말 맛있는거 천지여서 꼭 굶고 가셔야합니다. 먹고싶은거 다 못먹고와서 넘 아쉬워서 다음에 또 방문 예정입니다.","Gwangjang Market is full of delicious food such as bindaetteok, codfish soup, yukhoe, kalguksu, gimbap, bibimbap, seafood, etc. It's really delicious, so you have to starve. I'm so sad that I couldn't finish what I wanted to eat, so I'm going to visit again next time."
Hyuck Joon Lee,4,1446,"먹거리가 풍부한 시장 전통 시장인데 먹거리가 특히 풍부하다. 빈대떡, 육회, 비빔밥, 마약김밥, 족발, 순대... 어느 것 하나 빠지지 않는다. 침구류, 의류 원단 등 다른 살 것도 많다.","The market is rich in food. It is a traditional market with a lot of food. Bindaetteok, yukhoe, bibimbap, drug kimbap, jokbal, sundae... Nothing is missing. There are many other things to buy such as bedding and clothing fabrics."
백종윈,5,1446,맛집보다는 맛집도 맛집이지만 저는 구제마켓을 더 열심히 이용합니다 ㅋㅋ 외국인 관광객들도 많아서 북적이는 활발한 시장입니다!! 먹거리는 저는 육회 추천입니다,"It is a good restaurant rather than a good restaurant, but I use the market more diligently. It is a crowded market because there are many foreign tourists. I recommend yukhoe for food."
W.C. Seoul,4,1446,"Korean Traditional Market 청계천과 가깝고 유네스코인 종묘의 대각선에 위치해 있다 지하철 3호선 종로3가역 귀금속거리에서 걸어갈 수 있고 지하철 1호선 종로5가역에서 더 가깝다 한복과 옷 가게로 유명하며 오래된 전통시장이다 한국의먹거리를 맛볼 수 있다 반찬가게, 광장시장 먹자골목에는 많은 관광객으로 붐빈다","It is located on the diagonal line of Jongmyo Shrine, which is close to Cheonggye Stream and is UNESCO You can walk from the precious metal street of Jongno 3-ga Station on Subway Line No. 3 and it is closer to Jongno 5-ga Station on Subway Line No. 1. It is famous for hanbok and clothing stores, and you can taste Korean food. Side dish shops, Gwangjang Market Food Alley are crowded with many tourists."
선경 김,5,1446,빈대떡이 맛있는곳 예전만큼의 향수를 느낄수 있는 곳은 아니지만 그래도 한달에 한번은 생각이 나는 곳이예요 조금 혼잡하지만 평일에 낮에 가면 딱 좋아요,"It's a place where you can't feel as nostalgic as before, but it's a place that comes to mind once a month. It's a little crowded, but it's perfect to go during the day on weekdays."
Soo_in_Seoul,3,1446,"사람 너무 많음 안에 식당들을 다 못 먹어봐서 아쉽긴 한데 외국인 관광객을 상대로 하는 듯한 느낌..이 살짝 있었던 것 같고, 그래서 그런지 더 비쌌어요.","It's a shame that I haven't eaten all the restaurants in too many people, but it feels like I'm targeting foreign tourists.I think it was a little bit, so it was more expensive."
경경 팍,4,1446,결혼식 한복 맞추러 간 곳 광장시장 사람 항상 많고 결혼 준비하려고 한복 맞추러 간 광장시장~ 먹을거리가 엄청 많아서 마약김밥 빈대떡 등등 엄청 맛나요! 그런데 가격이 일반시장에 비해 비싼편이에요ㅜ,"The place where we went to match our wedding hanbok. There are always a lot of people at Gwangjang Market. To prepare for our wedding. Gwangjang Market. There are so many things to eat. Drugs, kimbap, pancakes, and so on. It's so delicious! But the price is more expensive than the general market.ᅮ"
snoopy419,4,1446,빈대떡 빈대떡이나 마약김밥도 먹고 시장 구경도 할 겸 자주 방문하는 곳입니다. 사람들이 모여있는 모습이나 장사하시는 모습을 보면 사람사는 냄새가 느껴지고 활력이 넘칩니다.,"It is a place I visit often to eat mung bean pancake or drug gimbap and to look around the market. When I see people gathering and doing business, I can feel the smell of human life and it's full of vitality."
deuxhan,3,1446,공휴일엔 사람이 너무 많아요 공휴일에 갔다가 사람에 치이는줄 알았어요 먹거리 가득한 시장인데 사람이 너무 많고 길도 좁아 아이들 데리고 움직이는 것 조차 어려웠어요 한복 찾으러 갔다가 들였는데 공휴일인 피해야겠네요,"There are too many people on holidays. I thought I'd be run over on a holiday. It's a market full of food, but it's so crowded and narrow that it's hard to even move around with the kids. I was looking for hanbok. I should avoid it as a holiday."
Jaewook Lim in Seoul,4,1446,"마약김밥 그 오묘한 맛을 찾아서 서로가 원조 논쟁을 벌이고 있다. 방송에 서로 많이 나왔다고 경쟁한다. 그러나, 카피가 대세인 세상이라, 그 맛이 그 맛이다. 마약김밥은 충무깁밥 스타일에 겨자를 더한 맛인데, ""그렇게 대단하진 않은데?""하면서도, 얼마 지나지 않아 꾸역꾸역 먹고 있는 자신을 발견할 수 있을 것이다. 그래서, 이름이 마약김밥이다. 한 번 쯤은 권해보라 추천하고 싶다.","0Finding the mysterious taste of the drug gimbap, they are arguing with each other about the original.They compete with each other for being on TV a lot.However, the taste is so delicious because copy is popular in this world.Drug gimbap is a Chungmu Gibbab style with mustard, but it's not that great, but you'll soon find yourself eating it.So its name is Drug Gimbap.I would recommend it at least once."
spy0516,5,1446,먹거리 천지 육회를 좋아하는 가족과 함께 방문하여 미슐랭가이드에 올려진 곳을 방문하여 육회를 즐겼고 그밖에 순대나 떡볶이등 여러가지 음식을 즐기기에는 좋았으며 외국인도 많이 보였다.,"I visited the restaurant with my family who like yukhoe, visited the place on the Michelin Guide and enjoyed yukhoe. Besides, it was good to enjoy various foods such as sundae and tteokbokki, and I saw many foreigners."
Hwangilyong,5,1446,광장시장은 사랑입니다!! 저는 이곳에서 맛있는음식이랑 구제옷쇼핑을 했는데 시장안에 음식은 정말맛있고 (녹두전강추!!)볼거리도 정말많습니다 시장안에 구제옷 파는 건물?? 같은게있는데 거기서 많이 샀습니다 의외로 이쁜옷들많고 가격도 저렴 팍팍 세일하고 다만 먼지가 많습니다 빨아입어야하고 여기는 계속 주기적으로 와야할것같습니다!!,"The square market is love!! I bought delicious food and clothes here, and the food in the market is really delicious and there are so many things to see. A building selling vintage clothes in the market? There's the same thing, but I bought a lot there. Surprisingly, there are many pretty clothes and cheap prices, but there is a lot of dust. I'm gonna have to suck it up, and I'm gonna have to keep coming here on a regular basis!"
Sabina Kim,4,1446,먹거리 넘치는 활기찬곳 언제나 먹거리와 사람들이 넘쳐나는 곳입니다. 가격도 저렴하고 맛있는 것들이 남쳐서 언제나 방문하고 합니다. 이번 방문에는 육회와 빈대떡을 먹었습니다. 다음에는 다른 음식을 도전하고 싶습니다,"It's a lively place full of food and people all the place is always full of food and people. I always visit there because it is cheap and delicious. I ate yukhoe and mung bean pancake during this visit. Next time, I want to try different foods."
sanrio2018,4,1446,북적북적한 시장 분위기를 즐기기에 딱인 곳! 가족과 시장구경하러 하루 날잡고 들려봤어요. 먹을거리가 너무 많아서 다먹지못해서 아쉬울정도로 족발부터 비빔밥 마약김밥 빈대떡등 ~ 한끼만 해결하기에 아쉬울 정도로 맛있는게 많았습니다. 아이들 한복사러도 많이 가더라구요.,"A perfect place to enjoy the bustling market atmosphere! I stopped by to see the market with my family. There were so many things to eat that I couldn't finish it, so I was sad that I couldn't finish it. From jokbal to bibimbap, drug kimbap, mung bean pancakes, etc. There were so many delicious things that I couldn't finish. Many people go to buy Hanbok for their children."
seongeun y,5,1446,빈대떡과 마약김밥 종로에 있는 광장시장에 가면 빈대떡과 마약김밥을 맛보는 것은 필수중에 필수이다. 한복을 맞추러 갔었는데 한복마추고 허기진 배를 달래기에 아주 좋았다.,"If you go to Gwangjang Market in Jongro-ro, Pondae tteok and Narcotic Gimbap, it is essential to taste Pondae tteok and Narcotic Gimbap. I went to get Hanbok, and it was very good to get rid of hunger after having Hanbok."
잉클링,4,1446,추억을 먹고왔다. 친구를 만나서 옛 추억을 생각하며 광장시장을 갔다.... 맛있는것들이 즐비하지만 그중 대표음식 녹두전과 매운탕으로 기분을 내보았다.... 순대와 김밥을 못먹은게 아쉬웠지만 다음에 또 기회가 있겠지.. 매운탕은 꼭 드셔보시길~,"I had some memories. I met my friend and went to Gwangjang Market thinking of old memories... There were many delicious things, but I was able to make myself feel better with mung bean pancakes and spicy fish stew. I was sad that I couldn't eat sundae and kimbap, but there will be another chance next time. Make sure you try the spicy soup."
희영 장,5,1446,맛있는게 참 많아요 시장은 언제나 활기차고 아주 멋진 곳이에요. 정말이지 서민들의 삶을 그대로 느낄 수 있는 것 같아요. 지하철을 타고 가서 맛있는걸 먹어서 좋았어요,There are so many delicious things. The market is always a lively and wonderful place. I can really feel the lives of ordinary people. It was nice to go there by subway and eat something delicious.
WINNY,5,1446,"육회 최고 먹기위해 방문하는 광장시장입니다 종로나 대학로쪽에 갈 때 가까워서 가기좋고 먹거리가 많아 구경하기도 좋아요 특히 마약김밥과 떡볶이는 꼭 먹어야하고, 육회는 필수입니다","This is Gwangjang Market, where I visit to eat yukhoe the best. It's good to go to Jongro or Daehakro because it's close to you and there's a lot of food to eat. Especially, you must eat drug kimbap and tteokbokki, and raw beef is essential."
pic_bd,3,1446,"아직은 정이 느껴지는 곳 광장시장. 서울에는 대표적인 시장들이 많이 있다. 그 중에서도 가장 유명한 시장중 하나인 곳이 바로 광장시장이다. 마약김밥, 기름떡볶이, 육회, 빈대떡, 녹두전 등등 한국적인 맛거리와 볼거리를 느낄 수 있는 곳이다. 요새는 TV에도 많이 노출되었고 젊은사람들과 외국인들도 많이 찾는 곳이다. 좁은 의자에 옹기종이 앉아 옆사람과 대화도 나누고 술한잔을 섞는다면 한국의 정을 느낄 수 있는 가장 좋은 곳이라 생각한다.","Gwangjang Market is a place where you can still feel the affection. There are many representative markets in Seoul. One of the most famous markets is Gwangjang Market. It is a place where you can enjoy Korean food such as drug gimbap, oil tteokbokki, yukhoe, mung bean pancake, etc. These days, it is exposed to TV a lot and it is a place where many young people and foreigners visit. I think it is the best place to feel the affection of Korea if Ong Gi-jong sits on a narrow chair and talks with the person next to him or her and mixes with a drink."
yp angel,4,1446,먹거리 천국 미슐랭가이드 선정된 육회집을 가고싶어서 방문하였다 가격대비 양은 작지만 맛은 있었다. 물론 웨이팅은 기본이지만 기다릴만했다. 또한 대구탕 맛집도 있어서 대구탕도 칼칼하면서 대구도 쫄깃하고 만족한다. 또한 동댄 쇼핑몰과 청계천이 바로 앞에 있어서 위치적으로도 좋았다.,"I wanted to go to the restaurant selected as Michelin Guide, so I visited it. The amount was small for the price, but it was delicious. Of course, waiting is basic, but it was worth waiting for. There is also a good restaurant for cod soup, so it is spicy and Daegu is also chewy and satisfied. It was also good in location because the Dongdan shopping mall and Cheonggyecheon Stream were right in front of it."
Joon K,5,1446,"만두가 맛있는 시장 광장시장 앞에 만두집이 인상깊습니다. 가격도 저렴하고 맛있습니다. 앞에 사가려고 하는 사람도 있으나 안에서 드시려면 매장안으로 들어가서 올라가면 있습니다. 그외에 다양한 물품들을 팔긴하나, 특별하게 눈에 들어오는 물건들은 많이 보이지는 않습니다.","The dumpling place in front of the market is very impressive. It's cheap and delicious. There are people who want to buy it in front of you, but if you want to eat it inside, you can go inside and go up. We sell a variety of other items, but we don't see a lot of things that are particularly noticeable."
evita002,3,1446,"전통시장을 체험할수 있는 서울의 먹거리 전통시장입니다. 한복집이 많고 빈대떡, 각종 전통음식들을 맛볼수 있어요. 가격도 저렴하고 전통시장의 분위기를 맘껏 느낄수 있어서 꼭 한번 가볼것을 추천합니다.",It is a traditional food market in Seoul where you can experience traditional markets. There are a lot of hanbok restaurants and you can taste mung bean pancakes and various traditional foods. I recommend you to go there because the price is low and you can feel the atmosphere of the traditional market.
skfdkfkt,5,1446,광장시장 ㅋ 먹으러 가는 본래 광장시장에 물건사러 가는 곳인데 나이가 들면서 저녁에 노점 의자에 앉아 빈대떡이나 순대 먹는 곳이 되어버렸다. 가끔 순대파는 아줌마들끼리 시끄럽기는 해도 여럿이 왁자지껄 먹는 곳. 청계전 산책후 오랜 친구들과 이곳에서 빈대떡 먹고 좋은 커피셥갔다가 헤어지는 코스,"It was originally a place to go to Gwangjang Market to buy things, but as I got older, I sat on a stall chair in the evening and became a place to eat rice cake or sundae. Sundae-pa is a place where many women are noisy but eat it loudly. After a walk in Cheonggyejeon Hall, I eat pancakes with my old friends, go to a nice coffee shop, and break up with them."
