u_id,u_rate,p_id,review,review_en
ahirity,4,1002,"산책, 공연관련, 전시회 목적으로 방문하기 좋은 곳 산책, 공연관련, 전시회 목적으로 방문하기 좋은 곳입니다. 주말에 방문하는 사람들이 많습니다. 지하철역에서 버스 혹은 도보로 15분이 소요됩니다.","It is a good place to visit for a walk, performance, exhibition, and exhibition. There are many visitors on weekends. It takes 15 minutes by bus or on foot from the subway station."
김도영,5,1002,꽤나 괜찮다 구경하는 느낌으로 가서 쭉 돌아보고 우면산까지 올라 갔습니다. 다양한 공연도하고 여름에는 분수쇼도 하기 때문에 가볼만한 곳입니다. 산책겸 가보세요.,"It's pretty good. I went looking around and went up to Mt. Umyeon. There are various performances and fountain shows in summer, so it's a good place to visit. Go for a walk."
EDGAR.S,2,1002,최악의 연주당 여기는 일단 위치가 왜 이런 곳에 대중적 음악회 장소를 만들었는지 만든 사람 한번 만나보고 싶을 정도로 접근성이 서울 중요 핫스팟 중 최악입니다.,"This is the worst concert hall in Seoul, where I want to meet the person who created the place for the popular concert."
Jieun L,4,1002,뮤지컬 라이온킹관람하고왔어요 전시나공연도다양하고좋아요 지하철역에서도조금만걸으면되고시설도낡은느낌없이좋아요,I watched the musical Lion King. There are various exhibitions and performances. You can walk a little bit from the subway station and the facilities are good.
BYUNG BOK AHN,4,1002,"한가람 미술관에서 에바 앨머슨 전시회 구경 한가람 미술관에서 에바 앨머슨 전시회를 구경했는데, 정말 잘 되어있고, 가격이 저렴했어요. 다만 단점은 음악관쪽으로 주차하면 한참 걸어야 한다는 게 단점입니다.","At Hangaram Museum of Art, I watched the Eva Almerson Exhibition at Hangaram Museum of Art, and it was very well-made and inexpensive. However, the downside is that you have to walk for a long time if you park near the music hall."
KIM Gyunghee,3,1002,"공연 아니면 갈 일이 많지 않아요 공연을 볼 생각이 아니라면 갈 일이 별로 없죠. 길도 많이 막히고요. 건축물도 별로긴 하지만, 가끔 좋은 전시도 해요. (유료무료 관계 없이)","I don't have much to go to unless it's a performance. I don't have much to go unless I'm going to watch the show. There's a lot of traffic. The architecture is not that great, but sometimes there are good exhibitions. (whether paid or not)"
gingertea,5,1002,항상 좋은 전시가 있습니다. 좋은 전시가 많아 꾸준히 방문하는 곳입니다. 대중교통으로는 다소 불편하지만 날씨 좋을 때 걸어가는 길을 좋아합니다. 이 곳에서 하는 전시는 대부분 무조건 좋습니다.,"There is always a good exhibition. It is a place where I visit steadily because there are many good exhibitions. It's a little inconvenient by public transportation, but I like walking when the weather is nice. Most exhibitions here are absolutely good."
snoopy419,4,1002,"나의 문화예술 공간 발레나 피아노 독주회, 오케스트라 연주회 등 많은 공연을 보러 가게 됩니다. 소리전달도 다른 홀에 비해 잘 되어서 듣기 좋고, 발레 공연하는 오페라 극장은 무대장치가 늘 놀랍습니다. 여름, 가을에는 분수쇼나 무료 야외공연들도 있어서 산책삼아 방문하는 것도 추천합니다.","I go to see many performances such as ballet, piano recital, orchestra concert, etc. The sound transmission is better than other halls, and the stage setting is always amazing at the opera theater where ballet performances are performed. In summer and fall, there are fountain shows and free outdoor performances, so I recommend you to take a walk."
walkingwanderer206,3,1002,"탁트인 멋진 공간 수준 높은 좋은 공연을 많이 하는 멋진 건물들이 있는 매력적인 공간이에요. 최근에도 오랜만에 멋진 공연을 봐서 너무 좋았는데요 아쉬웠던 건 앞좌석 왼쪽 사이드에 앉았는데 차라리 뒤에 앉은 것이 나을 정도로 거의 무대가 보이지 않았어요. 그 자리에서만 그런 건지 음향도 좋은 것 같지 않았는데, 공연 보러 갈때 아무리 앞자리라도 왼쪽 사이드 자리는 피하시는 걸 추천드려요.(콘서트홀)","It's a great space with lots of great buildings with high quality performances. It was great to see a great performance in a long time no see. What was unfortunate was that I sat on the left side of the front seat, but I could hardly see the stage so that I would rather sit in the back. I don't think the sound was good either, but I recommend that you avoid the left side seat even if you are in the front seat when you go to the concert."" (Concert Hall)"
seongeun y,4,1002,다양한 공연과 전시를 볼 수 있는 장소 철철마다 때때마다 다양한 공연과 전시가 활발하게 이루어지는 곳으로 3호선을 타고 가면 쉽게 갈 수 있는 교통의 요지에 있다.,It is a place where you can see various performances and exhibitions. It is a place where various performances and exhibitions are held every time during the season. It is a transportation hub that is easy to get there by subway line 3.
pic_bd,4,1002,"뷔에르 앙상블 공연 관람. 뷔에르 앙상블 공연을 보러 오랜만에 예술의 전당에 재방문 했습니다. 서울같지 않은 느낌을 가진 곳이라해야할까요. 생각보다 주변에 높은 건물도 없고, 넓게 펼쳐진 장소가 마음을 편안하게 합니다.","Watch the Buier Ensemble. I revisited the Seoul Arts Center to see the performance of the Buer Ensemble in a long time ago. This place doesn't feel like Seoul. There are no tall buildings around me than I thought, and the wide open space makes me feel at ease."
soniasunyoungh,5,1002,밤의 물분수쇼를 칭찬해 실내 공간이 전보다 개선된 점도 좋지만 무엇보다 이왕 간김에 분수쇼는 꼭 봐야 한다고 봅니다. 내부 만큼 이나 외부공간 조성을 잘 해놓았어요.,"It is also good that the indoor space has been improved by praising the water fountain show at night, but most of all, I think you should watch the fountain show while you are there. The interior is as good as the outer space."
Hyuna P,5,1002,"오! 에르베튈레 전시 방학기간 아이와 함께 보기 좋은 전시를 하고 있어요. 오! 에르베튈레 색색깔깔전~ 아이를 위해 같지만, 어른에게도 정말 기분 좋음을 선사하는 전시였습니다.","Oh! The Erbe Tulle Exhibition is having a nice exhibition with my child during the vacation. Oh! Herbe Tulle Color Colors! It's the same for children, but it's also a great exhibition for adults."
sytahk,5,1002,오페라 극장 이 오페라 극장 건물 차제가 아름답고 여기서 하는 공연들은 언제사 어느 정도 수준 이상은 된다. 이번에는 La Boheme를 감상하였다. 요즘은 무대가 전처럼 사실적이고 복잡하지 않은 경우가 많다. 그런 트렌드에 맞는 공연이었다. 한국의 문화. 에술의 수준을 가늠할 수 있는 공간이다.,"Opera Theater The opera house is beautiful, and the performances here are always above some level. This time, I watched La Boheme. Nowadays, the stage is often not as realistic and complex as before. It was a performance that suited that trend. It is a space where you can measure the level of Korean culture and art."
junseokk2018,5,1002,"한국에 오면 꼭 들려야 하는 전시관람장소 당신이 한국에 온다면 이 곳에서 전시회를 꼭 보길 바랍니다 후회없는 선택이 되는 곳 입니다, 주변에 맛집 또한 많으니 꼭 들려보세요~","If you come to Korea, I hope you can see the exhibition here. It's a place where you don't regret it, there are many good restaurants around you, so make sure to visit them.~"
walkingwanderer206,3,1002,위치는 좋아요 지하에 무료 사물함이 있어서 이용하기 편리하구요 바로 앞에 마을버스도 있고 버스 정류장들도 가까워서 교통은 편리한 편이에요. 마리 로랑생전은 좋았구요 반고흐 to마티스전은 디지털 전시 위주여서 별로였네요.,"The location is good. There's a free locker underground. It's convenient to use. There is a town bus right in front of us and the bus stop is close, so traffic is convenient. Marie Laurent's life was good, and the Van Gogh to Martis was digital."
JJJY_Mom,5,1002,"겨울에 스케이트장 운영해요. 겨울에 호두깍기 인형 보러갔는데, 공연이 너무 좋았어요. 앞마당에 스케이트장 운영하는데 분위기가 너무 좋아서 다른 사람들 타는 것 구경하는 것도 좋았네요. 여름에는 한밤의 음악회같은 것을 한다고 하니, 이번 여름에 다시 방문해야 겠어요.","We run a skating rink in winter. I went to see a walnut ball doll in the winter, and the performance was so good. The atmosphere in the front yard was so good that it was nice to see other people riding. I heard that there is a midnight concert in summer, so I should visit again this summer."
Joon K,5,1002,"갓모양의 지붕이 눈에 띄는곳 건축물도 독특하지만, 분수 역시도 좋은거 같습니다. 특별할거 없는 분수이지만 거기에 운치가 있는거 같습니다. 클래식 공연을 종종가시는 분이라면 추천합니다.","The building where the roof of the hat stands out is unique, but the fountain is also good. It's nothing special, but there seems to be a beautiful place. I recommend it to those who often go to classical concerts."
chunbbo,5,1002,"진짜 너무 좋아요~ 진짜 너무 좋아요~ 여름에는 음악분수쇼. 겨울에는 스케이트장으로 변신. 전시회나, 연주회 다양한 문화컨텐츠를 즐길 수 있는공간!! 다른 공연장보다 뮤지컬은 확실히 음향시설이 좋다고 느껴짐!","It's really great. I love it. I love it's great.~ Music fountain show in summer. In winter, it turns into a skating rink. A space where you can enjoy various cultural contents such as exhibitions and concerts. Musicals definitely have better acoustics than other venues!"
기쁨이,5,1002,미술관 다녀옸어요 한국에서 제일좋은 예술관입니다.항상갈때마다 새로운 전시와 공연이 있어 설레이는 곳입니다. 그리고 주변공원이 잘되어있어서 연인과함께하길 추천드려요 .,I went to an art museum. It is the best art museum in Korea.It's a place where I'm always excited because there are new exhibitions and performances. And I recommend you to join your lover because the surrounding park is well built.
형근 김,5,1002,예술의 전당 한가람 미술관 예술의 전당 내 있습니다. 아이들 교육에 좋은 전시회를 많이 하고 있어 좋습니다. 주차공간도 널찍해서 차 가지고 가기도 좋고 지하철 3호선 예술의 전당역에서도 가깝습니다.,"Seoul Arts Center, Hangaram Art Museum, Seoul Arts Center. It's good to have many exhibitions for children's education. The parking space is spacious, so you can take a car and it is close to Seoul Arts Center Station on Subway Line 3."
muzicrabeat,4,1002,잘 정돈된 미술관 좋은 전시들이 많이 열리는 깔끔한 건물. 내부에서 길찾기가 약간..헷갈린다. 종종 전시 보러 들름. 만족한다.,A well-organized art museum. A neat building with many fine exhibits. It's kind of like finding a way from the inside.Confused. Often stopping by to see exhibitions. Satisfied.
muzicrabeat,4,1002,"이곳의 공연과 작품들은 다 훌륭하지만 서울의 유명한 장소 치고 꽤 불편한 교통편 접근성, 근처에 먹거리가 별로 없음. 그냥 좋은 공연 후딱 보고 다른곳으로 이동해야...","All the performances and works here are great, but for a famous place in Seoul, the accessibility of transportation is quite inconvenient, and there is not much food nearby. Just look quickly a good show and moved somewhere else ..."
ktk166,4,1002,"한번가고 또 생각난다. 한국에 있는 문화홀 중 가장 다양한 볼거리가 있는 곳이라 생각한다. 단지, 도심 복판에 있기 때문에 주차하기가 힘든게 단점이다.",It reminds me of that. I think it is the most diverse cultural hall in Korea. The downside is that it is difficult to park just because it is in the middle of the city.
Hune Kim,4,1002,전시 관람을 위해 방문 전시 내용도 좋았고 시설도 깔끔했으나 주변 교통체증이 심했다. 알찬 전시를 자주해서 다음에도 방문 예정이다.,"The contents of the visit to the exhibition were good and the facilities were clean, but the surrounding traffic was heavy. I am planning to visit there next time because I often exhibit a lot of things."
썬샤,5,1002,감성 충만 하기 좋아요~ 차분하고 따뜻한 분위기에 기분 좋아집니다! 로비에는 무료 전시도 하니까 별 일 없고 한가할때 들러도 좋아요 토월극장은 작아서 연극 공연 장 같지만요,"It's good to be full of emotions. It's nice to have a calm and warm atmosphere. There's a free exhibition in the lobby, so you can stop by when you're free. The Towol Theater is small, so it's like a theater."
용마사,4,1002,예술의 전당 한국의 전통의 갓 모양으로 되어있는 건물이죠!!~~다양한 전시회가 많이 열려요!!! 좋습니다,Seoul Arts Center is a traditional Korean gat-shaped building!!There are many different exhibitions!!! That'sirreally good.
jinlee0201,5,1002,"산책차 들리기에도 좋은곳 가끔 공연이나 전시를 보러도 가지만, 근처 볼일이 있어 갈 때 산책차 들리기도 합니다. 내부와 외관모두 잘 꾸며져 있어서 시간적 여유가 있을 때 둘러보면 좋아요.","A good place to stop by for a walk. Sometimes I go to see performances or exhibitions, but sometimes I come by for a walk because I have something to do nearby. Both the interior and exterior are well decorated, so it's good to look around when you have time."
J J,2,1002,교통 불편 도로 옆에 동떨어진 섬처럼 건물이 서있다. 남부지하철역에서 꼭 마을버스를 타야해서 불편했다.,A building stands like an island far away from traffic. It was inconvenient because I had to take a village bus at the Nambu subway station.
Jelsomina,4,1002,여러 공연들이 펼쳐지는 곳 서울의 대표적인 공연들이 많이 열리는 곳이죠. 공연들이 보고 싶다면 예술의 전당을 한번 방문해 보세요.,"The place where various performances are held is the place where many representative performances are held. If you want to see the performances, visit the Seoul Arts Center."
Hyewon P,4,1002,예술의 중심지 다양한 전시와 공연이 열립니다. 공연 관람 후 내부에 있는 카페에서 커피 한잔 마시고 나오면 삶의 질이 높아지는 기분이에요 ㅎㅎ,"Various exhibitions and performances will be held in the center of art. After watching the show, I feel like my quality of life is getting better after drinking a cup of coffee at a cafe inside. Haha"
harperrr,3,1002,괜찮아요 수도권에서 오기 좋고 다양한 공연을 관람할 수 있어 좋습니다. 가끔 문화생활을 위해 가볼만한 곳이예요,It's okay. It's good to come from the Seoul metropolitan area and you can see various performances. It's a good place to visit for a cultural life sometimes.
수리23,5,1002,예술적인 기분이 확 드는 곳! 음악회 보느라 들리게 됐는데 뒷편에있는 음악분수가 정말 멋있더라구요 ㅎㅎ 옆에 카페랑 레스토랑도 있어서 참 좋았어요.,"A place where you feel like an artist! I stopped by to watch the concert, and the music fountain in the back was really cool. It was nice to have a cafe and a restaurant next to him."
Ju-yeon Y,2,1002,"좀 상업적.. 점점 한가람 미술관은 사람들이 좋아하는 , 대세이자 유행따라가는 작품이 많아지는 것 같아요. 속빈 강정이라는 말이 생각나는 게 막상 전시를 보게되면 입장료에 비해 턱없이 적은 그림, 그림이 걸려도 판화나 제자들이 그린 그림들로 가득한 걸 볼때마다 실망스럽습니다..","It's a little commercial, and it seems like Hangaram Museum is becoming more popular and trendy. The phrase ""empty Gangjeong"" reminds me of every time I see an exhibition, I am disappointed when I see a picture filled with prints and drawings that are far less than the entrance fee."
Sj K,4,1002,좋았습니다 전시회를 보러 갔는데 넓고 깨끗해서 좋았어요~ 카페가 있어서 간단히 커피한잔 하기도 좋았습니다.,It was good. I went to see the exhibition and it was nice because it was wide and clean. It was good to have a cup of coffee simply because there was a cafe.
인경 전,5,1002,"공연, 전시가 좋은 곳 예술의 전당은 공연이나 전시를 보러가는 목적이 크지만 전시장 뒤쪽으로 분수대도 있고 푸드트럭도 있어서 시간을 보내기 좋은 장소","The Seoul Arts Center is a great place to spend time at the back of the exhibition hall, with a fountain and a food truck."
Ju-yeon Y,3,1002,좋아요 공연 보다는 미술관 관람이 더 좋은 것 같아요 좋은 뮤지컬을 하는 경우는 별로 없는 것 같네요.. 남부터미널에서 마을버스 타고 가야해서 접근성은 쏘쏘합니다.,"Okay. I think it's better to go to the museum than to perform. I don't think there are many good musicals. I have to take the village bus from Nambu Terminal, so the accessibility is very simple."
Seohyeong J,4,1002,한국의 문화를 보고 싶다면 이곳으로 한가람 미술관은 예술의 전당 내에 있는 미술관 입니다. 가장 대표적인 문화 시설로 다양한 전시회를 관람할 수 있답니다. 서초역과 인접하고 곳곳에 많은 맛집들이 있습니다.,"If you want to see Korean culture, Hangaram Art Museum is an art museum in Seoul Arts Center. It is the most representative cultural facility and you can see various exhibitions. There are many good restaurants near Seocho Station."
Seon Na G,4,1002,전시방문 다양한 전시가 언제나 있어서 어제 방문해도 좋은 전시를 볼수 있는 곳입니다. 여우롭게 시간을 가지고 방문하기를 추천합니다.,"There are always various exhibitions in the exhibition visit, so you can see the exhibition that you can visit yesterday. I recommend you to take your time and visit."
dkfma0657,5,1002,잘보고갑니다 가까운곳에 큰 미술관이 있으니 너무 좋네요 시설도 좋고 전시관도 커서 자주 방문합니다. ㅎㅎ,Thank you. It's so nice to have a big museum nearby. I visit often because the facilities are good and the exhibition hall is big. Haha
Seohyeong J,5,1002,"한국의 예술을 즐길 수 있는 곳 제가 한국에서 가장 좋아하는 곳입니다. 한국의 다양한 문화를 즐길 수 있습니다. 음악, 미술 등 다채로운 예술을 즐길 수 있으니 꼭 가보세요. 강남 근처라 근접성도 좋답니다.","The place where I can enjoy Korean art is my favorite place in Korea. You can enjoy various cultures of Korea. You can enjoy a variety of arts such as music and art, so make sure to visit there. It's near Gangnam, so it's also close."
미령 황,5,1002,전시관람 프리다 칼로와 디에고의 전시작품을 보러 갔었습니다. 가끔 전시와 공연을 보기 위해 찾는곳인데 시설 깨끗하고 편의시설 잘되어있습니다. 주차시설도 좋구요.,"I went to see the exhibits of Frida Kaller and Diego. Sometimes I visit this place to see exhibitions and performances, but the facilities are clean and convenient. Parking is good."
Leeeeeeemi,5,1002,여러가지 전시를 하는 곳! 최근에는 무민원화전을 보러 다녀왔어요. 워낙 규모가 크고 시설이 좋아서 건물 들어서면 기분이 좋아지는 것 같아요. 안내표지판도 잘 되어있어서 길을 잃을 염려는 없을 거예요. 남부터미널에서 꽤 거리가 있으니 꼭 마을버스 (11번)를 타세요.,"A place for various exhibitions! Recently, I went to see Moomin Wonhwajeon. It's so big and the facilities are so good that I feel good when I enter the building. The signs are well-marked, so there's no risk of getting lost. It's quite far from Nambu Terminal, so make sure to take the town bus (No."
ChulwoongYoo,4,1002,"공연도 좋지만 산책도 괜찮은 곳 공연에 특화된 장소인 만큼 이곳에서 하는 공연과 전시는 일정 수준 이상이다. 그래서 공연이나 전시만 보고 가는 경우가 많은데, 의외로 가벼운 산책을 하기에도 괜찮은 곳 여름엔 분수쇼도 하니 열대야를 피하기 위해 가보는 것도 좋다.","Performances are good, walks are good, and performances and exhibitions are more than a certain level. So, you often go to concerts or exhibitions, which is surprisingly good for a light walk, and in the summer, you can go to a fountain show to avoid tropical nights."
타이사랑,5,1002,예술의 전당 당연하게 노래하는 분수가 분위기 살려주고요 단순 사진찍으러 가기는 좋아요 다만 차가 막힌다는거,"Of course, the singing fountain at the Seoul Arts Center liven up the atmosphere, and it's good to go for a simple photo shoot, but the traffic is blocked."
Stereos,3,1002,"공연 공연의 메카이죠. 국악원도 같이 있어서, 다양한 공연을 볼 수 있어요. 많은 사람들이 사랑하는 곳","Mecca of performing. The Gugak Center is also there, so you can watch various performances. Where many people love"
suhycnv,4,1002,"여름 저녁 산책코스로 좋습니다. 여름 밤에 공연을 보아도 좋고, 대중교통으로 가서 산책하면 도심보다는 불빛이 적어 눈도 시원하고, 공연장의 음악소리 들으며 조각 구경하는 것이 좋습니다. 예술의 전당 뒷편에 대승사라는 절이 있는데 그 쪽으로 걸어올라가면 절 못미쳐 우면산 정상에 이르는 산책로가 있습니다. 어두워 불편하긴 한데 랜턴을 가지고 올라가면 강남의 야경이 아주 좋습니다.","A summer evening walk course is good. You can watch the performance on a summer night, or if you go for a walk by public transportation, your eyes are cooler because there are fewer lights than downtown, and you can listen to the music of the concert hall and see the sculpture. Behind the Seoul Arts Center, there is a temple called Daeseungsa, and if you walk up there, you will find a trail to the top of Umyeon Mountain. It's dark and uncomfortable, but the night view of Gangnam is very good if you take a lantern with you."
Junghak L,4,1002,예술의전당 공연을 보던지 그냥 산책 삼아 가던지 둘다 나쁘지않음.. 요새도 음악분수하는지는 모르곘음..,It's not bad either watching the Seoul Arts Center show or just taking a walk. I don't know if you're still playing music.
902,4,1002,국악원에 공연보러 갔었어요- 저녁엔 분수대에서 음악쇼(?)같은 걸 해서 좋더라구요. 아쉬운 건 공연 끝나고 나오니깐 간단하게라도 커피를 마시거나 간식을 먹을 만한 곳이 없었어요 ㅠ,"I went to the Gugak Center to see a performance -- I liked to have a music show at the fountain in the evening. Unfortunately, after the show, I couldn't find a place to drink coffee or snack. ᅲ"
ipennylane,5,1002,언제 가도 좋은 곳 미국에 거주하면서 한국의 생각나는 곳 중에 한 곳이 예술의 전당입니다. 전시회 관람과 더불어 여유로운 산책이나 식도락도 한꺼번에 즐길 수 있는 곳입니다.,One of the places that reminds me of Korea is the Seoul Arts Center. It is a place where you can enjoy leisurely walks and eating shows at the same time.
유니레버,5,1002,전시보러 여러번 갔습니다. 괜찮은 전시 할 때마다 자주 방문합니다. 단점은 접근성입니다. 대중교통을 이용해서 가기 살짝 불편하여 자차를 이용하는데 주말엔 주차공간이 부족하지만 평일에 가면 불편하지 않습니다.,"I've been to the exhibition many times. I visit often whenever I have a good exhibition. The downside is accessibility. It's a little inconvenient to use public transportation, so I use my own car, but I don't have enough parking space on weekends, but it's not inconvenient to go on weekdays."
decreekr,4,1002,"음악회와 전시회 항시 연주회가 열리고 있고, 음악회가 아니더라도, 예술의 전당 안에 있는 한가람 미술관에서 미술 전시회를 관람하는 것도 좋다. 또한 예술의 전당 안에 들어가지 않더라도, 예술의 전당 밖에는 분수쇼를 하는 넓은 광장도 있고, 카페도 있으니 날씨 좋은 날은 산책을 하는것도 좋다. 길 건너에는 음식점도 여러개 있으니, 편리하다. 물론 예술의 전당 안에도 음식점이 몇개 있다.","Concerts and exhibitions are being held at all times, and even if it's not a concert, it's also good to see art exhibitions at Hangaram Art Museum inside the Seoul Arts Center. Also, even if you don't enter the Seoul Arts Center, there is a large square outside the Seoul Arts Center with a fountain show and a cafe, so you can take a walk on a fine day. There are several restaurants across the street, so it's convenient. Of course, there are several restaurants in the Seoul Arts Center."
아이언맨66,5,1002,자주 가는 미술관 좋은 전시 자주 해서 좋아요! 교통도 편리하고 동선도 편하고 일층 카페 레스토랑도 맛있고 좋아요,"It's good to have a good exhibition at the museum I go often! The transportation is convenient, the traffic is convenient, and the cafe restaurant on the first floor is delicious and nice."
선해 박,4,1002,저녁먹고 가볍게 산책하기 좋습니다 :D 예술의 전당 근처에서 저녁먹은 후 음악소리를 따라 산책하시기에 좋은 코스입니다~ 가을밤 남자친구와 로맨틱한 데이트코스 중 한 곳!,It's good to take a light walk after dinner near D Seoul Arts Center and take a walk along the music. One of the romantic dating courses with your boyfriend on an autumn night!
lsb0080,5,1002,다양한 공연 관람 어떤 공연을 보러 갔다가 가서 다른 공연하는걸 보고 또 보러간 적이 많네요. 위치가 저는 그냥 그렇다고 생각해요.. 뭔가 애매한 위치랄까요. 전시 공간이 넓은 거 같진 않아요~ 주말에는 늘 사람이 엄청 많아요!,I've been to many different shows. I've been to one of them. I've been to many times. I just think that's where it is. It's kind of an ambiguous position. I don't think there's a lot of exhibition space. There's always a lot of people on weekends!
핫셈,5,1002,"내노라 하는 유수의 전시회들 대한민국 예술계의 대표. 내노라 하는 유수의 전시회들을 감상할 수 있습니다. 미술 전시회의 경우 대관료로 인해 티켓가격이 다소 높게 책정되긴 하나, 그만큼 좋은 전시회들이므로 기꺼이 이용할 용의가 있습니다. 음악회의 경우에도 세계적인 음악가들의 공연이 개최되는 곳입니다. 시설도 훌륭하나 다소 아쉬운 것은 차량으로 이용시 굉장히 교통이 번잡한 곳에 위치되어 있는 점, 지하철역에서 도보로 가기엔 처음 오는 관람객에게는 멀게 느껴질 수 있다는 점 입니다.","The representative of the art world of Korea. You can enjoy some of the famous exhibitions called Nano. In the case of art exhibitions, tickets are priced rather high due to rental fees, but they are such good exhibitions that I am willing to use. In the case of concerts, performances by world-class musicians are held. The facilities are excellent, but what's a bit disappointing is that they are located in a very busy area with heavy traffic when you use them by car, and that it can be felt far away for visitors who are new to walk from the subway station."
Andysharu,4,1002,예술의 전당내 위치한 한가람 미술관 이번에 카람 리지드 특별전 때문에 방문했내요. 많은 예술 애호가들을 위한 기획전을 상시 하는 곳으로 유명한곳입니다. 미술이나 전시에 관심있는 분들에겐 매력적인 장소입니다.,Hangaram Museum of Art located in Seoul Arts Center is here for a special exhibition of Karam Ridge. It is famous for having many art lovers' exhibitions all the time. It's an attractive place for those who are interested in art or exhibition.
호밀빵,3,1002,쏘쏘 전시나 공연볼 떄 말고는 잘 안가게됨 건물 자체가 그다지 좋게 느껴지지 않음. 왠지 공연/전시보고 나올 떄 헤매다가 답답한 길 따라 내려오면 마을버스가 있고.. 산책하기 별로 안좋음,"The building itself doesn't feel very good except for the Soso exhibition or the performance. When I come out of the performance/exhibition, I wander and come down the stuffy road, and there is a village bus. Not very good for a walk."
