u_id,review,u_rate,p_id,review_en
chaperonin 70,따릉이 타고 산책하러 자주 갑니다 ㅋㅋ 몽촌 토성역 바로 앞에 있구요 워낙에 넓어서 한참 걸려요 다 도는데 . 주말이나 공연 있는 날엔 북적북적합니다,5,1133,I often go for a walk on the bikes. It's right in front of the Mongchon Toseong Station. It takes a long time because it's so big. It's crowded on weekends or when there's a performance.
Junho,서울 시내에서 이렇게 규모가 크고 아름다운 공원이 있나 싶어요. 한바퀴 다 돌면 1시간은 걸릴 듯요. 잔디밭이 멋집니다. 아이들 데리고 산책이나 피크닉 즐기기에 좋아요.,4,1133,I wonder if there is such a big and beautiful park in downtown Seoul. It'll take an hour if we go around once. The lawn is nice. It's good to take your kids for a walk or a picnic.
pic_bd,올공은 송파인들에게 빼놓을 수 없는 장소라 생각한다. 봄여름가을겨울. 사계절 모두 새로운 모습을 보여준다. 친구들과 치킨을 사서 먹어도 좋고 가족들과 피크닉을 해도 연인과 산책후 식당에서 식사를 해도 남녀노소 누구에게 열린 공간이다.,4,1133,"I think Olgong is an indispensable place for Songpa people. Spring, summer, autumn, winter. All four seasons show a new look. You can buy chicken with your friends, have a picnic with your family, or eat at a restaurant after a walk with your lover, but it is an open space for everyone."
Joon K,자전거를 타면서 여유를 부리기에 좋은곳 같습니다. 만약 따릉이를 이용하시는 분이시라면 이리저리 올림픽공원을 돌아보시기를 추천합니다.,5,1133,"I think it's a good place to relax while riding a bike. If you are using Ttareungi, I recommend you to look around the Olympic Park."
peterS2488CP,"아침 일찍 가서 장미광장의 장미를 보고 이어서 들꽃마루의 양귀비와 수레국화, 붓꽃등을 보았습니다. 햇빛이 강해서 한시간 반만에 나왔습니다. 가능하면 해뜨자 마자 가서 구경하는 것이 좋습니다.",5,1133,"I went early in the morning to see the roses in the rose square, followed by the poppies on the wild flower floor, the cart chrysanthemum, and the brush flower. I came out in an hour and a half because of the strong sunlight. If possible, you'd better go and look around as soon as soon as possible."
chunbbo,"산책하기에 진짜 좋은!! 자전거대여도 가능하고. 산책도 가능하고. 나홀로 나무 근처는 사진찍기 좋지만, 주말에는 웨딩촬영이 너무 많아요..ㅠ",5,1133,"Really good for a walk! You can rent a bike. You can take a walk. It is good to take pictures around the tree alone, but there are too many wedding photos on weekends.ᅲ"
yusoooooo,3월 중순 방문해서 꽃보다는 미세먼지가 더 많긴 했지만 그래도 돗자리 펴고 치킨한마리 시켜먹기 정말 좋은 곳이였습니다. 지금 4-5월쯤 공기 좋은날 방문하면 예쁜꽃과 낭만적인 하루를 보낼 것 같네요,4,1133,"Although there was more fine dust than flowers when I visited in mid-March, it was a great place to spread the mat and order a chicken. I think I'll have a romantic day with pretty flowers if I visit you in April or May."
muzicrabeat,대단히 큰 공원. 각양각색 취미를 즐기는 사람들도 만날수있음. 잔디구역과 바닥이 가꾸어진 구역이 둘다 넓게 잘 분포되어있어 좋다.,4,1133,a huge park I can meet people who enjoy various hobbies. Both the grass area and the floor area are well-distributed.
missgoooo,"반드시 날이 따뜻할 적에 돗자리를 준비하여 가세요. 음식은 배달도 가능하니 걱정마시고 깔끔히 정리하여 우리의 행복과 기쁨, 좋은 문화를 물려주시구요. 날씨가 좋으면 금상첨화입니다. 서울에서 탁 트인 공원중 아주 인상깊은 아름다운 곳이 될거에요. 청설모와 토끼도 만나볼 수 있어요.",5,1133,"Make sure to prepare a mat when the weather is warm. The food can be delivered, so don't worry and leave our happiness, joy, and good culture behind. If the weather is nice, it's icing on the cake. It will be a very impressive beautiful park in Seoul. You can also meet a red squirrel and a rabbit."
JUSEONG Y,"서울도 잘 찾아보면 공원들이 은근히 많습니다. 그 중에 하나가 바로 올림픽 공원일 것입니다. 정말 넓어요.^^ 자전거타러 한번 갔었습니다 신나게 달렸습니다. 겨울에는 스케이트장도 있고, 안에 먹을 식당들도 있어서 깔끔하고 좋더라고요. 가끔 지인이랑 올림픽공원 구경 겸 식사하러 가기도 합니다. 참고로 24시간 운영하지는 않는것 같습니다. 어떨때는 문이 닫혀있더라고욬 지키시는 분이 너무 늦으면 나가라고 하더라고요.ㅋ",5,1133,"If you look carefully in Seoul, there are quite a few parks. One of them would be Olympic Park. It's really big.I went to ride a bicycle once. We had a lot of fun. In winter, there is a skating rink and restaurants to eat inside, so it's neat and nice. I sometimes go to eat with my acquaintance to see the Olympic Park. For your information, it doesn't seem to be open 24 hours a day. Sometimes the door is closed. The guard told me to leave if it's too late.LOL"
gunyoungy,산책을하거나 그안에 커피빈같은 곳은 헛플레이스다 굉장히공원이크고 요즘엔 안경기장에서 많은콘서트도 진행중이다,5,1133,"I take a walk or go to a coffee bean place. It is a huge park. Nowadays, there are many concerts in the An Stadium."
태용최,"넓은 주차장, 녹지 언제나 마음의 휴식처입니다~~ 아이들이 어일때 부터 주말에 즐겨찾던 추억의 공원입니다. 가족단위 휴식에 적합한 공원입니다~",5,1133,"Large parking lot, green area, always a resting place.~~ This is the park of memories that children have been enjoying since yesterday. This park is suitable for family rest."
ᄌ ᄀ,나홀로 나무가 유명한 올림픽 공원이에요. 공원 자체가 굉장히 커서 자전거 타고 돌아다니기 좋구요. 가을에 특히 잔디 밭에서 돗자리 펴고 쉬기 좋아요,3,1133,It's an Olympic park that is famous for trees alone. The park itself is so big that it's good to ride a bike around. It's especially good to spread a mat in the fall on the grass and relax.
ruze0201,"공원이 넓고 잔디밭도 넓어서 소풍가기 좋고, 얕은 토성이 있어 산책하기에 좋습니다. 봄, 가을철 나무와 경치가 좋습니다.",4,1133,"The park is wide and the lawn is wide, so it is good for picnics and a shallow Saturn for a walk. Spring and autumn trees and scenery are good."
이안팍,돗자리 펴고 자전거 인라인 등 타기 좋은 곳이다 밥집도 있고 찻집도 있고 산책하기 좋다 다만 식당에서 주차지원 안 해주는 거 행사 있을 때 좀 붐비는 단점은 있다,4,1133,"It's a good place to open a mat and ride a bike in-line. There's a restaurant, a teahouse, and it's good to take a walk. However, the restaurant doesn't provide parking support. There's a disadvantage of being crowded when there's an event."
kelly7778,공간이 넓어서 돋자리를 펴놓고 놀거나 자전거 빌려서 놀기도 좋다. 간단한 스낵류는 판매하지만 도시락을 싸서 오는것이 편하다. 주차는 유료로 가능하다.,5,1133,"The space is large, so you can play with magnets spread out or rent a bicycle. We sell simple snacks, but it's convenient to pack your lunch. Parking is available for a fee."
Bora Y,공원이 엄청 급니다. 굳이 갈필요는 없지만 근처에 있다면 산책하기 좋아요 가끔 공연도 하니 공연을 봐도 좋구요,4,1133,"The park is in a hurry. You don't have to go, but if you're around, it's good Sometimes we do shows, so it's nice to watch them."
choiyk0222,"예전에는 아이들데리고 산책하기 좋은 공원이었는데, 최근에는 많은 이벤트가 열려, 관람하러 더 많이 가는 올림픽공원입니다. 최근에는 테니스대회가 열려 구경갔었는데, 여전히 가족들과 반나절 보내기 좋은 장소입니다.",5,1133,"In the past, it used to be a good park to take children for a walk, but recently, many events have been held, so it is an Olympic park that goes to see more. Recently, I went to see a tennis tournament, but it is still a good place to spend half a day with my family."
luvvparis,예전엔 지나쳐가도 별로 관심이없었는데 개인적인일로 한번 갔는데 공원을 둘러보니 너무좋더라구요,4,1133,"I wasn't interested in passing by before, but I went to the park for personal reasons and it was so nice to look around the park."
J J,"나무 한그루만 덩그러니있는 풍경이 유명한 곳. 각종 경기장들이 모여있어 주말엔 콘서트 관람객, 공원 이용객으로 붐빔",4,1133,"A place famous for its woody landscape. There are various stadiums, so on weekends, it is crowded with concert visitors and park users."
Jelsomina,서울의 대표적인 공원 중 하나이죠. 걷기에 매우 좋고 능선도 있어서 능선을 따라서 저녁 때 걸으면 아름다운 뷰를 볼 수 있는 곳입니다.,4,1133,"It is one of the representative parks in Seoul. It is very good for walking and has ridges, so you can see beautiful views if you walk along the ridges in the evening."
ambition93,생각보다 넓어서 편한 신발 신고 가시기 바랍니다. 나홀로 나무도 있는데 거기서 사진 찍으면 정말 잘 나옵니다.,5,1133,"It's wider than I thought, so please wear comfortable shoes. There's a tree alone. If you take a picture there, it looks really good."
인경 전,매년 가을이면 올림픽공원에서 조이올팍페스티벌이 열리는데 올해도 어김없이 좋은 날씨에 좋은 출연진에 맛있는 음식들로 행복한 시간을 보낼수있었음,5,1133,"The Joyol Park Festival is held at Olympic Park every fall, and I was able to have a happy time with delicious food to the good cast in this year's weather."
Ju-yeon Y,"워낙 넓어서 밥 집 찾는 게 어려워요~ 도시락을 싸가거나 배달, 혹은 미리 먹고 들어가시는 걸 추천해요",4,1133,"It's so big that it's hard to find a restaurant. I recommend you pack your lunch, deliver it, or eat it in advance."
Seon Na G,운동을 위해서 방문하지만 따듯한 날이면 데이트를 위해서 찾는 사람도 많고 가족단위로 나들이 나오는사람도 많은 곳입니다. 자연을 가까이에서 느낄 수 있고 잘 정리되어 있는 공간입니다.,5,1133,"I visit this place for exercise, but on warm days, there are many people who visit for a date and many people who go out on a family trip. It is a well-organized space where you can feel nature closely."
dkfma0657,근처에 맛있는 브런치 집이 있다고해서 겸사겸사 같이 다녀왔습니다 생각보다 많이 넓어요 ㅎㅎㅎ,5,1133,"I heard that there is a delicious brunch place nearby, so I went with him. It's a lot wider than I thought. Hahaha"
siosu,"올림픽공원은 보기보다 넓어요~~ 산책하다보면 한두시간은 뚝딱이구요 그치만 중간중간 예쁜 곳들이 참 많아요 공원 안에 커피집 들고 있구요, 가족들끼리, 친구들끼리 나들이하기 좋은 곳입니다.",5,1133,"Olympic Park is bigger than it looks~~ When I take a walk, it takes an hour or two, but there are many beautiful places in between. I have a coffee shop in the park, and it's a good place to go out with family and friends."
Jungmin L,"드넓은 공간에 피크닉장소, 주말 행사 및 볼거리를 제공하면 나무도 많아 산책하기 좋은.곳이에요",5,1133,"The spacious space offers picnics, weekend events, and attractions, and there are many trees, making it a good place to take a walk.It's a place."
mkbymk,"공연 및 전시도 종종 이루어지고, 주말엔 가족들과 나들이하기에 좋은 곳 입니다. 규모가 너무 커서 걷다가 쉬다가 하기에 좋습니다. 돗자리 하나 챙겨 방문하거나, 자전거, 스케이트보드 등 취미활동을 하기에 적합합니다.",4,1133,"Performances and exhibitions are often held, and it is a good place to go out with your family on weekends. It's so big that it's good to walk and relax. It is suitable for visiting with a mat or doing hobbies such as bicycles and skateboards."
민영 송,토끼산책을 가면 잡은줄알고 놀라하시더라구요... 잡은거 아니고 애완토끼인데 ㅜㅜㅋㅋ 외국인친구와 피크닉 가기 좋다고 봅니다,4,1133,"When I went on a rabbit walk, they thought I caught it and they were surprised. I didn't catch it. It's a pet rabbit. I think it's good to go on a picnic with a foreign friend."
마노,생각보다 규모가 큽니다 한바퀴 빙 운동하듯 산책해도 좋고 가족단위면 사륜자전거로 한바퀴 돌아봐도 좋아요. 아이들이 좋아합니다.,5,1133,"It's bigger than I thought. You can take a walk around like an ice-skating exercise, or you can take a family bike around once. Children like it."
hongs925,주차장도 엄청 넓고 공원 주변으로 둘레길처럼 산책길이 조성되어 있습니다 가족들끼리 자전거 대여해서 타시는 분들도 많더라구요 몽촌토성역 근처에 먹을거리가 있어요,5,1133,The parking lot is huge and there is a walkway around the park like a Dulegil. There are a lot of people who rent bicycles with their families. There's something to eat near Mongchontoseong Station.
Stereos,"이만큼 넓은 공원도 없죠. 데이트 하기 좋은 공원입니다. 가끔 공연도 하고, 가족 나들이 좋아요.",3,1133,"There's no park this wide. It's a good park for a date. I sometimes perform, and I like my family outing."
gami1023,가을 코스모스 즐기기에 정말 좋은 올림픽공원 들꽃마루. 여기는 남1문이 가까워요ㅎ 8호선 몽촌토성역에서 들꽃마루까지는 대략20분이 걸리고 5호선 방이역은 5분거리ㅎㅎ,5,1133,Olympic Park Wild Flower Maru is really good for enjoying the autumn cosmos. It takes about 20 minutes from Mongchon Toseong Station on Line 8 to Wild Flower Maru and 5 minutes from Bangi Station on Line 5.
준일오,현대자동차 제네시스 G70 launching concert G70 출시기념 콘서트입니다 Gwen Stefani 출연 올림픽공원 88 잔디마당,5,1133,Hyundai Motor Company Genesis G70 Launching Concert G70 Olympic Park 88 Grass Yard with Gwen Stephani
apeach11,공원이 깔끔하고 제법 크며 볼거리가 많습니다. 다양한 꽃과 나무등은 보고 도심공원으로 푹 쉴수 있는곳,4,1133,"The park is neat, quite big, and there are many things to see. A place where you can see various flowers and trees and rest in the city park."
123SDF,올림픽 당시 어려서 저 평화의 문 앞에서 사진찍은것만기억나는데 거의 30년 만에 가본 저곳에 평화의 문은 예전에 봤던 감동 그 자체. 오래되었는데도 잘 관리되어 위용을 내뿜으며 서있는데 정말 반갑더라. 올림픽공원은 너무 커서 다 돌기는 힘들었지만 도심에서 힐링할수 있는 완벽한 장소 그리고 옆에 미술관도 있어서 문화생활도 즐길수 있다. 유일한 단점은 이상한 캐릭터들을 뜨문뜨문 동상처리해놨는데 흉물 좀 제거해줬으면 한다,4,1133,"I remember taking a picture in front of that door of peace when I was young during the Olympics, and I went there after almost 30 years. The door of peace was so touching. It was so nice to see you standing there in such a long time but well managed. The Olympic Park was so big that it was hard to go all around, but there is a perfect place to heal in the city and an art museum next to it, so you can enjoy cultural life. The only drawback is that we've got some strange characters in a little bit of frostbite, and I need you to get rid of the scar."
byounghwas,"한국에서 1988 올림픽을 기념하기 위해 설립한 공원으로 삼국시대의 토성, 세계각국의 유명한 예술가들의 조형작품이 산재하여 역사적으로도 예술적으로도 세계적인 공원이라 할 수 있음. 공원 안에도 식당 패스트푸드점 카페 호텔 등이 있지만 공원 근처에도 다양한 편의 시설이 많아 편하게 즐길 수 있음. 주차장도 펼리하게 이용가능함.",5,1133,"The park was established to commemorate the 1988 Olympics in Korea, and it is a world-class park, both historically and artistically, with sculptures by famous artists from all over the world and Saturn from the Three Kingdoms Period. There are restaurants, fast food restaurants, cafes, hotels, etc. in the park, but there are many convenient facilities near the park, so you can enjoy it comfortably. Parking lot is also open."
goosemana,다른나라에서도 이렇게 좋은 공원은 드물어요. 각종 조형물과 박물관도 공원내에 위치하고있고 음식점도 있는 한국 최대규모의 공원 자랑스러운 대한민국의 공원입니다. 최고입니다.,5,1133,"Few parks are this good in other countries, too. Korea's largest park with various sculptures and museums located in the park and restaurants. It is a proud Korean park. It's the best."
형근 김,"가족들이 산책하기 참 좋습니다. 넓은 잔디밭에 호수가 있고 산책로도 잘 되어 있습니다. 대신 그늘이 별로 없어 여름 보다는 봄, 가을이 더 좋을 것 같네요.",5,1133,"It's great for families to take a walk. There is a lake on the wide lawn and a good promenade. But there is not much shade, so I think spring and autumn would be better than summer."
modudada,시내에서 지내다 보면 자연을 보기가 힘든데 초록초록 나무도 꽃도 많아서 좋아요. 생각보다 정말 많이 넓어서 운동화 필수! 돗자리 필수! 나홀로 나무 말고도 볼거 많아요! 주차도 공용주차장을 이용! 저렴합니다,4,1133,"It's hard to see nature when I live in the city, but I like it because there are many green trees and flowers. It's much wider than I thought, so sneakers are essential! A mat is a must! There are so many things to see alone besides trees! Parking is also available in a public parking lot! It's cheap."
73현기김,자전거 바람 장미가 함께한 올림픽 공원. 하릴없이 걸어도 푸른 녹음에 지칠 줄 모릅니다. 서울재즈페스티벌으로 방문했다면 더 좋았을 거예요.,5,1133,Olympic Park with bicycle wind roses. You can't get tired of the green recording even if you walk freely. It would have been better if I had visited Seoul Jazz Festival.
Urizia J,지하철역에서 내려서 바로 갈 수 있고 선책하고 걷기에도 아주 좋은 공원 볕이 잘 들어서 따뜻하고 강아지 동반 가능함,5,1133,"You can get off at the subway station and go straight to the park. It's a great place to take good care of and walk, so it's warm and can be accompanied by a puppy."
동환 김,산책코스나 간단한 등반코스도 좋으며 정상에서 주위를 볼 수있는 확 트인 전망이 마음을 새롭게 해 줍니다. 시가지에 인접한 이런 공간은 드물 것입니다,5,1133,"A walking course or a simple climbing course is good, and an open view of the surroundings from the summit refreshes your mind. It's rare to find a place like this adjacent to the city."
bonghwa,잔디와 꽃이 많은 공원이다 강아지도 출입이 가능하여 애견과 함께 온 사람이 많음 그늘막은 안되고 돗자리만 가능함,5,1133,"It is a park with lots of grass and flowers. Many people came with their dogs. No shade, only mats are available."
nkpd00,롯데월드타워 개장 기념으로 불꽃놀이를 한다고해서.. 올림픽 공원에서 잘 보일것 같아서 방문했습니다. 가깝진 않았지만 전체적인 모양은 잘 보이더군요. 올림픽 공원에는 군데군데 공사하는 곳이 있긴했지만 그래도 봄꽃이 피어서 산책하기에는 좋았습니다.,3,1133,"I heard that there will be fireworks to celebrate the opening of Lotte World Tower. I visited the Olympic Park because I thought I would be able to see well. It wasn't close, but the overall shape was visible. There were construction sites in Olympic Park, but it was good to take a walk because of the spring flowers."
jay600,"주말에 산책하기에 좋은 올림픽 공원입니다. 서울 남동쪽에 있는 가장 큰 공원으로, 공원 내에 음식점, 커피숍 등 편의시설도 많아서 가족들끼리 바람쐬기 좋습니다.",5,1133,"It is a good Olympic park to take a walk on weekends. It is the largest park in southeastern Seoul, and there are many convenient facilities such as restaurants and coffee shops, so it is good for families to enjoy the breeze."
