id,name,url,tags
680,"조금씩, 천천히 안녕",https://movie.naver.com/movie/bi/mi/basic.nhn?code=183427,"sad,calm,good,impressive,small,regrettable,disparate,numerous,quiet,calm,good,second,new,outstanding,emotional,great,touching,elderly,difficult,calm,similar,good,beautiful,great,much,good,warm,calm,neo-spirit,languid,provocative,japanese,sad,difficult,old,long,first,sleepy,second,first,great,happy,forgotten,many,happy,hard,last,meaningful,overwhelming,calm,forced,last,good,good,,great,elderly,good,good,second,much,120-minute,great,good,i,long,sad,,,japanese,,calm,bad,little,nice,good,glad,calm,warm,beautifuldid,six-point,warm,cold,many,distant,long,,,unexploded,gentle,boring,japanese,full,sleepy,japanese,,disappointing,old,young,hard,nice,wrong,japanese,hard,unappealing,japanese,hopeless,"
681,와일드 시티,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194309,"funny,handsome,precious,unstable,huge,worth,romantic,immersed,,good,dark,collusive,corrupt,large,criminal,violent,true,worth,boring,immersive,fun,solid,desperate,giant,cool,tight,amazing,main,able,obvious,true,bad,classical,time-consuming,boring,good,true,rid,corrupt,great,long,true,interesting,great,noir,free,cool,cruel,different,criminal,different,third,cold,,,enough,sweet,"
682,전망 좋은 방,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10480,"kiss,romantic,fresh,,beautiful,wonderful,impressive,mental,impressive,romantic,good,unseen,new,old,,many,easy,beautiful,heart-beating,calm,soft,emotional,exclusive,true,beautiful,crazy,invisible,left,last,mohican,destiny,fun,favorite,many,nice,depressed,full,girlish,typical,british,austen-style,deep,interesting,old,lovely,pretty,good,whole,much,dramatic,excessive,beautiful,beautiful,lover,true,false,british,beautiful,restrained,classical,beautiful,calm,old,hard,beautiful,classic,,unexpected,amazing,pretty,good,pure,huge,,classic,,beautiful,beautiful,calm,quiet,beautiful,beautiful,beautiful,many,many,impressive,visual,sincere,impulsive,romantic,mellow,favorite,several,fresh,many,fun,english,italian,old,early,lifelong,,adolescent,beautiful,decent,british,short,well-made,british,julian,great,,kiss,golden,,hidden,pretty,long,nervous,beautiful,long,nice,fateful,good,small,old,beautiful,greasy,personal,whole,pure-hearted,witty,fresh,famous,british,beautiful,lyrical,,second,good,modern,present,strong,classic,honest,fresh,lingering,last,visual,full,,online,favorite,,long,visual,long,beautiful,beautiful,novel-like,many,good,many,nice,cool,beautiful,light,sexual,subtle,strong,,boring,,short,classic,can,simple,boring,,great,favorite,,british,powerful,gentle,,obvious,good,young,annoyed,little,typical,monotonous,favorite,,ready,classic,good,calm,<,original,beautiful,warm,pastoral,beautiful,original,,senior,high,,kiss,"
683,아이 캔 온리 이매진,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169647,",enough,,last,,small,sad,touched,,,,touching,great,great,religious,touching,touching,,real,,,forgive,touchingi,,,,,great,singing,cool,,worried,please,fine,touching,easy,good,good,long,touching,true,healing,,hard,main,sure,happy,main,touching,good,true,great,sorry,sorry,,,touching,nice,young,much,true,able,deep,religious,,uncomfortable,bad,,different,pleasant,touching,real,whole,dry,hot,simple,much,great,,,many,great,sure,,,,light,long-lasting,true,boring,unfamiliar,,miserable,young,bad,touching,memorable,many,good,,hard,solid,religious,strong,overall,good,,touched,touching,touched,touchedᅲᅲ,single,enough,good,true,good,bad,,touched,boring,human,,whole,past,happy,hard,religious,life-time,original,great,interesting,beautiful,warm,particular,good,able,much,several,much,verbal,various,first,impossible,beautiful,powerful,much,true,moved,touching,good,good,sad,painful,touched,good,long,warm,touching,impressive,touched,movable,,,,,happy,true,infinite,"
684,1917,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187321,"crazy,,full,visual,desperate,general,next,,,magical,main,wide,evil,scary,good,similar,amazing,interesting,parasite,great,strong,invisible,last,perfect,,one-take,hard,main,,long,main,good,upset,many,next,wooden,,one-take,great,white,white,,,long,nervous,anxious,german,easy,long-take,great,main,impressive,main,different,perfect,,last,pathetic,western,real,crazy,surprising,emotional,,next,next,simple,long,crazy,emotional,bong,joon-ho,different,,many,recent,,,,,main,last,important,,,intense,overwhelming,last,one-take,contrary,good,simple,dead,barbed,young,crazy,amazing,,a,maggot-and-mouse,ill,large-scale,large-scale,british,first,last,british,national,,one-take,single,easy,many,one-take,good,sad,many,,first,amazing,scary,,british,british,many,british,great,simple,one-way,ordinary,excellent,great,eye-catching,ruined,darkness,light,much,cinematic,cinematic,,,main,military,,,white,countless,young,able,continuous,amazing,great,great,little,heart-breaking,happy,many,great,unprecedented,,surprising,good,,,,terrible,excellent,last,perfect,beautiful,determined,,great,long-take,one-take,new,jjan-dol,,german,german,last,whole,happy,amazing,,,,,obvious,overseas,"
685,패왕별희 디 오리지널,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14448,",,good,acting,young,great,chinese,alive,horrible,unknown,unknown,flood-stricken,different,united,human,many,different,,,free,shocking,rough,elegant,rough,unforgettable,popular,,,,,last,indescribable,,thick,light,,,last,,,beautiful,asian,,,,,great,much,dizzy,dizzy,,homosexual,funny,sorry,single,nerve-racking,excited,,,last,full,fast,,many,noisy,,,single,praiseworthy,,,good,young,great,beautiful,,first,typical,,defeated,able,++,main,foolish,affectionate,sadistic,cold,long,lasting,amazing,grateful,re-released,tragic,facial,good,young,cruel,thick,past,indescribable,right,strange,crazy,last,old,chinese,unfamiliar,great,bad,artistic,special,,,chinese,perfect,,,first,beautiful,pure,great,acting,famous,good,beautiful,re-released,,glad,,immersive,artistic,educational,late,young,regrettable,famous,young,middle,old,sad,visual,big,,chinese,,woo-hee,light,light,,,famous,human,,sad,next,little,timeless,modern,contemporary,solid,outstanding,,sure,available,,hard,impressed,,"
686,나는보리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179394,"warm,timethe,heart-warming,peaceful,rural,11-year-old,warm,healing,young,calm,touchingi,facial,good,emotional,young,happy,warm,strange,alone,deaf,due,repeated,precious,routine,peaceful,third,final,white,blue,warm,clear,good,beautiful,warm,touching,dry,attentive,able,responsible,starting,barley,young,fun,small,calm,lovely,happy,warm,barley,naive,please,nearby,happy,special,beautiful,red,touched,clean,clean,emotional,peaceful,difficult,young,urgent,main,good,beautiful,sweet,sour,,selfish,barley,sad,good,positive,positive,nice,documentary,visual,,touching,different,sad,like,fun,excellent,,main,good,,documentary-like,simple,realistic,last,perfect,impressed,full,many,sure,great,cute,last,long,warm,beautiful,long,loved,unknown,normal,happy,warm,distorted,opposite,beautiful,warm,original,last,beautiful,healing,unspeakable,favorite,many,,,good,memorable,calm,sad,good,warm,story-like,boring,,beautiful,clear,new,,young,warm,happy,,,,full,+,disabled,,warm,good,unthinkable,nice,warm,happy,beautiful,terrible,barley,,,normal,happy,happy,jung-woo,happy,,,,,,,,,,,afraid,,calm,perfect,uncomfortable,,good,,"
687,너는 달밤에 빛나고,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183111,",true,good,similar,good,good,original,cute,short,sweet,good,japanese,similar,japanese,,visual,predictable,invincible,good,similar,old,japanese,unique,good,enough,popular,come,ambiguous,ambiguous,,,sadness,obvious,subject,17-year-old,must-see,,visual,tearful,lovely,special,charming,youth,new,fresh,lyrical,good,good,obvious,childish,characteristic,japanese,emotional,good,calm,similar,different,first,japanese,japanese,fun,second,obvious,japanese,good,japanese,emotional,good,,sad,different,similar,pancreas,expressive,disappointing,ill,visual,outstanding,visual,sure,last,,bland,perfect,awkward,good,similar,worth,great,common,little,funny,obvious,improbable,,,similar,cheap,,beautiful,young,,,original,important,,,,,bad,original,different,original,,,good,good,lingering,much,glands,,certain,anti-magic,short,slight,big,far-fetched,refined,,sad,fun,pure,japanese,good,close,good,good,,emotional,visual,,many,male,moving,sad,,,,pancreasyou,yeo-ju,donethe,final,fictional,incurable,first,common,common,worth,bad,,sad,unique,little,last,good,touchedᅲ,,,,well-made,hard,original,sad,nice,korean,awesome,good,good,good,,original,original,typical,japanese,time-limited,many,ill,japanese,favorite,rid,fake,japanese,main,steady,whole,sleepy,good,sad,sweet,pretty,great,calm,sad,cute,fun,well-made,similar,,similar,fun,innocent,"
688,바다로 가자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181099,
689,환상의 마로나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186347,"unconditional,long,sorry,thankful,visual,happy,sad,abstract,artistic,,small,abstract,daily,realistic,anti-russian,immersed,sensuous,attractive,large,,well-expressed,sad,beautiful,puppy,,full,omnibus-like,visual,solid,realistic,the,animated,happy,sorry,happy,bad,calm,visual,,visual,boring,beautiful,happy,sad,creative,reflective,beautiful,fantastic,visual,thoughtful,much,,,,,,,"
690,카페 벨에포크,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185285,"visual,pretty,handmade,new,,big,brilliant,,,bad,high,touched,necessary,old,nice,next,unique,long,satisfied,french,sensual,early,15-year-old,sweet,original,regrettable,past,beautiful,bad,many,uncomfortable,old,emotional,quiet,beautiful,precious,precious,precious,main,clumsy,present,precious,much,cute,precious,first,great,typical,fresh,many,unnecessary,sexual,fresh,good,low,enough,hippy,worried,bad,visual,excellent,hard,unheard-of,standard,good,rough,15-year-old,intense,subtle,great,twilight,good,lingering,healed,strong,happy,travel,little,part-time,fine,uncomfortable,long,high,,long,touching,past,okay,okay,overall,convincing,crazy,old,young,much,french,serious,humorous,simple,great,good,unusual,last,subtle,fresh,hand-made,good,perfect,subject,original,fairy,emotional,amazing,big,sad,happy,long,handmade,difficult,visual,whole,little,cold,novel,special,different,french,much,able,french,fresh,handmade,satisfied,distracting,beautiful,calm,chaotic,sorry,main,emotional,hit-and-run,,fresh,deep,outstanding,handsome,,true,many,different,15-year-old,emotional,healing,naked,salary,suitable,15-year-old,middle,full,life-philosophy,minimal,calm,warm,boring,good,golden,good,nice,precious,fairytale-like,beautiful,french,crazy,good,full,explicit,old,sexual,low,male,strange,many,young,good,comparable,uncomfortable,improbable,novel,,nose,great,old,sexual,subject,interesting,good,long,beautiful,provocative,pointsthe,fresh,first,past,old,sad,shorti,last,long,angry,sad,sympathetic,long,good,hard,little,past,happy,similar,long,pretty,fresh,good,solid,beautiful,hard,impressive,fresh,good,main,good,unique,foreign,itfrankly,bad,good,high,great,,fresh,nice,loose,obvious,sorry,new,poetic,compatible,part-time,touching,hectic,unique,touching,comforting,cluttered,first,current,alive,past,,warm,like,main,main,,much,able,many,next,much,good,long,good,important,beautiful,young,good,ironic,able,interesting,foreign,similar,first,much,high,main,big,current,past,touching,long,wonderful,convincing,vain,interesting,unique,realistic,good,beautiful,,lovely,,"
691,프랑스여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185380,"impressive,korean,long,parisien-like,french,french,great,french,consistent,french,,good,french,old,good,anxious,common,kept,good,good,past,layered,attractive,first,first,special,general,instant,human,hard,boring,strange,last,last,,good,long,good,,delicate,unique,fun,close,good,good,long,good,delicate,excellent,new,unexplained,immersive,new,predictable,easy,heart-watching,clumsy,real,first-person,uncertain,unambiguous,calm,different,popular,cinepil,brilliant,scary,small,great,unexpected,attractive,many,,,,emotional,long,main,impressive,good,outstanding,past,dreamy,,much,,desperate,much,obvious,french,interested,french,korean,foreign,certain,inner,boundary,ordinary,special,tacky,hard,universal,human,different,beautiful,past,minor,squid,majestic,delicious,alive,alive,sincere,exquisite,good,funny,clear,fun,commercial,slight,sudden,lingering,immersed,,,strong,fantasy,old,middle-aged,french,last,long,excellent,high,modified,good,sensual,angry,sudden,sudden,important,basic,absurd,absurd,unpleasant,male,subtle,difficult,boring,full,young,hard,able,late,great,visual,great,talk-like,early,various,erotic,curious,various,subtle,last,good,unusual,unsympathetic,,,,,good,worth,repetitive,unfamiliar,uncomfortable,whole,,,,,,various,precious,raw,beautiful,visual,,old,past,simple,french,,main,gibberish,hard,past,real-life,,,,real,future,various,foreseen,meaningful,main,,good,rid,full,,,,,,hard,attractive,actor,much,uncomfortable,much,fresh,,good,much,much,i'much,hot-tempered,"
692,열혈형사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186704,
693,들리나요?,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193136,",happykim,difficult,unfamiliar,,new,warm,empathetic,documentary,fun,fun,meaningful,happy,,important,social,great,inner,cool,outside,frightening,,,dark,good,big,afraid,long-standing,unique,long,similar,heartbreaking,inevitable,weak,much,warm,real,good,boring,full,healing,,touched,,,documentary,,mirror-like,documentary,heavy,strong,,documentary,good,professional,empathized,whole,hard,honest,strange,powerful,short,real,warm,first,first,invisible,warm,good,hundred,empathetic,hundred,touching,warm,good,touching,short,intense,good,life-threatening,hot,chin-up,sad,expensive,expensive,sympathetic,heartbreaking,much,gracious,,sick,good,modern,mournful,good,good,sincere,subtle,touched,little,,strange,,chang-ok,different,present,commemorative,warm,impressive,,,cliché,industrialized,great,so,"
694,초미의 관심사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189119,"healthy,happy,cute,calm,colorful,pleasant,fun,good,last,much,nice,good,other,great,surprised,pleasant,unexpected,different,crazy,great,new,long,satisfied,happy,trivial,new,old,funny,impressive,happy,,perfect,various,good,cool,cool-looking,good,surprising,unbiased,natural,natural,interesting,disappointing,commercial,good,independent,you,close,good,pleasant,long,good,various,happy,,last,,first,become,fun,small,worried,sure,okay,wrong,pleasant,good,many,much,pleasant,warm,negative,crazy,touching,memorable,good,good,many,real,single,sexual,touching,attractive,entire,rapper,actor,last,sure,complex,long,valuable,good,spectacular,half-day,pleasant,good,fresh,young,,funny,hard,crazy,charming,great,natural,good,many,over-processed,good,sensational,stimulating,good,little,loose,laugh,famous,ambiguous,afraid,first,happy,actress,fun,much,strong,leading,much,actress,good,much,afraid,many,many,different,,,cool,cute,small,warm,fundamental,,visual,first,first,comprehensive,funny,good,various,good,good,first,draught,rain-like,much,good,brilliant,perfect,meaningful,various,mother-daughter,warm,colorful,impressive,natural,touching,good,many,hard,actress,many,pleasant,else,able,bad,short,unfamiliar,good,mysterious,poetic,sure,actress,favorite,,bad,,funny,free,amazing,korean,much,great,good,good,good,bu-international,many,unmarried,sexual,different,good,good,heavy,flashy,first,long,big,many,great,interested,main,unusual,rebellious,bad,good,fun,great,cool,,high,funny,uncomfortable,full,full,real,nihilistic,snowy,fun,good,high,first,part-time,,15-year-old,,solid,great,top,great,disappointed,interesting,good,big,limited,appropriate,attractive,pleasant,terrible,angry,cheap,good,last,good,popular,able,deep-hearted,funny,,good,many,glad,charactersi,light,smooth,new,,,fresh,good,great,funny,good,long,good,wrong,much,much,boring,sorry,,,,free,able,old,part-time,boring,was,disappointing,awesome,"
695,언더워터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160437,"nerve-wracking,nerve-wracking,,outstanding,low,good,unknown,deep,funny,last,last,main,,scared,thrilling,last,ocean,irian,worth,deep,big,be,boring,rapid,isolated,unique,thrilling,,,,b-rated,a-rated,fun,lackingthe,fun,great,interesting,alive,flawless,deep,last,disappointing,early,mid-term,enough,wonderful,long,deep,fun,first,popular,submarine,deep,real,rapid,good,first,bad,dark,perfect,deep,useless,poor,sudden,yongdu-mi-type,hot,cool,cool,scary,blind,surprising,worth,dark,little,small,little,different,,improbable,unknown,first,running,likely,anxious,nervous,curious,good,deep-sea,fresh,simple,special,visual,main,disappointing,overall,good,nervous,whole,sf,mythical,horror,surprised,good,excited,,little,rustic,last,weird,good,tense,good,,great,last,deep,unknown,great,mysterious,previous,last,little,kill-time,,boring,critic,familiar,obvious,glad,good,good,predictable,cliche,,,whole,,old,empty,scared,scary,similar,little,obvious,,big,scary,deep-sea,good,low,tense,heart-wrenching,,nervous,wrong,low,,many,funny,little,hard,great,fun,fun,sorry,high,sorry,much,touching,,,,fun,much,main,female,simple,neat,boring,deep,closed,hard,negative,long,fast,easy,dramatic,good,deep,tense,underwater,worth,last,,boring,unkind,,first,comparable,deep-sea,unidentified,easy,simple,easy,hard,visual,unfriendly,bad,many,,deep,,good,ridiculous,overall,dark,surprising,sure,nervous,good,,main,simple,nervous,deep-sea,last,much,many,nervous,harmful,realistic,tense,predictable,enough,"
