address,tags,open_time,price,p_id,link,p_rate,category,p_name,open_day
"서울 종로구 대명길 37 3, 4층 (우)03078",,코인노래방,,g23,https://place.map.kakao.com/649319083#comment,0/5,g,G르고코인노래연습장,
서울 성북구 장월로1길 112 2층 (우)02748,,코인노래방,,g229,https://place.map.kakao.com/1292044919#comment,0/5,g,리코스타코인노래방,
서울 노원구 동일로241가길 6 지층 (우)01606,,코인노래방,,g224,https://place.map.kakao.com/865554819#comment,0/5,g,자메이카코인노래연습장 수락산점,
서울 성북구 보문로34길 39 지하1층 (우)02845,,코인노래방,,g221,https://place.map.kakao.com/27440087#comment,0/5,g,더코인팝,
서울 마포구 양화로18길 9 (우)04051,,코인노래방,,g22,https://place.map.kakao.com/419967419#comment,0/5,g,i코인노래연습장,
서울 성북구 고려대로24길 3-42 (우)02856,,코인노래방,,g217,https://place.map.kakao.com/27382055#comment,0/5,g,24시 코인노래연습장,
서울 은평구 진흥로 148 3층 (우)03378,,코인노래방,,g216,https://place.map.kakao.com/2098420969#comment,0/5,g,큐코인노래연습장 불광2호점,
서울 광진구 아차산로29길 16 (우)05018,,코인노래방,,g213,https://place.map.kakao.com/784705427#comment,0/5,g,마에스트로동전노래연습장 건대점,
서울 영등포구 신풍로 30-1 (우)07430,,코인노래방,,g212,https://place.map.kakao.com/53501326#comment,0/5,g,케이팝 코인노래연습장,
서울 관악구 신림로 312 지하1층 (우)08778,,코인노래방,,g2112,https://place.map.kakao.com/109105804#comment,0/5,g,슈퍼스타코인노래연습장 신림점,
서울 종로구 우정국로2길 42 지하1층 (우)03189,,코인노래방,,g211,https://place.map.kakao.com/585651800#comment,0/5,g,고래고래코인노래연습장,
서울 영등포구 문래로 205 지하 1층 (우)07301,,코인노래방,,g210,https://place.map.kakao.com/959737463#comment,0/5,g,더보이스동전노래연습장,
서울 영등포구 영중로2길 1 지하 1층 (우)07304,,코인노래방,,g21,https://place.map.kakao.com/211677725#comment,0/5,g,싱어삘3코인노래연습장,
서울 강동구 구천면로 418 (우)05292,,코인노래방,,g196,https://place.map.kakao.com/476659571#comment,0/5,g,플레이코인,
서울 송파구 백제고분로7길 31 지하1층 (우)05557,,코인노래방,,g193,https://place.map.kakao.com/2012829225#comment,0/5,g,팝스타2 코인노래연습장,
서울 노원구 동일로192길 91 (우)01833,,코인노래방,,g1912,https://place.map.kakao.com/604051142#comment,0/5,g,엣지코인노래,
서울 성북구 화랑로11길 11 지하 1층 (우)02751,,코인노래방,,g1911,https://place.map.kakao.com/782108281#comment,0/5,g,탑코인노래연습장,
서울 송파구 동남로18길 33 (우)05782,,코인노래방,,g191,https://place.map.kakao.com/1154396825#comment,0/5,g,세븐스타코인노래연습장송파가락점,
서울 도봉구 해등로 146 (우)01401,,코인노래방,,g190,https://place.map.kakao.com/1775061702#comment,0/5,g,인코인 동전노래연습장,
서울 송파구 새말로8길 4 2층 (우)05817,,코인노래방,,g19,https://place.map.kakao.com/414149472#comment,0/5,g,더히트코인노래방,
서울 관악구 남부순환로 1601 지하1층 (우)08759,,코인노래방,,g189,https://place.map.kakao.com/1844376094#comment,0/5,g,별코인노래연습장,
서울 동작구 동작대로27길 22 (우)07008,,코인노래방,,g188,https://place.map.kakao.com/763639857#comment,0/5,g,코인노래연습장,
서울 관악구 남부순환로246길 24 (우)08793,,코인노래방,,g185,https://place.map.kakao.com/27455757#comment,0/5,g,24시코인노래,
서울 서대문구 증가로10길 63 (우)03662,,코인노래방,,g184,https://place.map.kakao.com/288103166#comment,0/5,g,리코스타 코인노래연습장 명지대2호점,
서울 강동구 상암로 44 (우)05318,,코인노래방,,g182,https://place.map.kakao.com/1349987499#comment,0/5,g,풀코인노래연습장,
서울 노원구 석계로 103 동우빌딩 지하 (우)01893,,코인노래방,,g1814,https://place.map.kakao.com/27440766#comment,0/5,g,J코인노래연습장,
서울 강남구 강남대로106길 7 지하1층 (우)06123,,코인노래방,,g18,https://place.map.kakao.com/242083564#comment,0/5,g,스타코인노래연습장 강남직영점,
서울 중랑구 용마공원로 3 (우)02181,,코인노래방,,g174,https://place.map.kakao.com/499817810#comment,0/5,g,더코인노래방,
서울 송파구 올림픽로32길 13 3층 (우)05543,,코인노래방,,g17,https://place.map.kakao.com/1373286821#comment,0/5,g,세븐스타코인노래연습장 송파구청점,
서울 강남구 개포로82길 9-11 한국빌딩 지하 1층 (우)06329,,코인노래방,,g169,https://place.map.kakao.com/2002024796#comment,0/5,g,슈퍼스타코인노래연습장,
서울 강서구 방화동로 49 (우)07614,,코인노래방,,g167,https://place.map.kakao.com/1571851336#comment,0/5,g,K팝스타코인노래뮤비방 방화점,
서울 양천구 오목로 151 (우)07943,,코인노래방,,g163,https://place.map.kakao.com/1069426840#comment,0/5,g,잇츠코인노래연습장,
서울 관악구 남부순환로 1596 지하1층 (우)08776,,코인노래방,,g1612,https://place.map.kakao.com/1868565649#comment,0/5,g,슈퍼스타코인노래연습장 신림역점,
서울 관악구 양녕로 66 지하 1층 (우)08729,,코인노래방,,g1610,https://place.map.kakao.com/2005137420#comment,0/5,g,스마일코인노래연습장,매일 09:00 ~ 02:00
서울 송파구 강동대로9길 17-1 (우)05537,,코인노래방,,g161,https://place.map.kakao.com/1563322300#comment,0/5,g,시바코인노래연습장,
서울 송파구 법원로4길 10 힐스테이트에코문정 지하1층 B106호 (우)05855,,코인노래방,,g15,https://place.map.kakao.com/1535436333#comment,0/5,g,탄탄코인노래연습장,매일 00:00 ~ 24:00
서울 노원구 한글비석로 271 태경빌딩 (우)01714,,코인노래방,,g146,https://place.map.kakao.com/122891508#comment,0/5,g,리코스타 코인노래연습장,
서울 강서구 강서로 385 우성에스비타워 4층 405호 (우)07803,,코인노래방,,g144,https://place.map.kakao.com/1091626421#comment,0/5,g,코인박스 동전노래연습장 발산점,
서울 관악구 관악로 200 (우)08737,,코인노래방,,g142,https://place.map.kakao.com/979698642#comment,0/5,g,스타코인노래연습장,
서울 강서구 화곡로 164 지하1층 (우)07715,,코인노래방,,g1410,https://place.map.kakao.com/879485984#comment,0/5,g,슈퍼스타코인노래연습장 화곡역점,
서울 중랑구 망우로55길 8 (우)02086,,코인노래방,,g141,https://place.map.kakao.com/614009135#comment,0/5,g,더코인노래연습장,
서울 성동구 마조로3길 6 (우)04760,,코인노래방,,g140,https://place.map.kakao.com/594067057#comment,0/5,g,코인싱어동전노래연습장,
서울 양천구 신목로 98 4층 (우)08007,,코인노래방,,g139,https://place.map.kakao.com/377500577#comment,0/5,g,세븐스타코인노래방 오목교역점,
서울 강동구 천호대로157길 38 (우)05335,,코인노래방,,g138,https://place.map.kakao.com/889948560#comment,0/5,g,악쓰는하마 코인노래연습장,
서울 강서구 공항대로46길 90 (우)07658,,코인노래방,,g135,https://place.map.kakao.com/1654066841#comment,0/5,g,스마일코인노래연습장 강서구청점,
서울 강남구 삼성로 233 (우)06279,,코인노래방,,g133,https://place.map.kakao.com/2085720349#comment,0/5,g,베카코인노래연습장,
서울 은평구 진관3로 22 2층 (우)03306,,코인노래방,,g132,https://place.map.kakao.com/641084621#comment,0/5,g,에코코인동전노래연습장,
서울 양천구 목동로 219 지하 1층 (우)07937,,코인노래방,,g1314,https://place.map.kakao.com/975057157#comment,0/5,g,스타코인노래연습장 목동점,
서울 관악구 신림로59길 11 지하1층 (우)08776,,코인노래방,,g1313,https://place.map.kakao.com/2131835935#comment,0/5,g,고래고래코인노래연습장,
서울 강남구 강남대로118길 19 (우)06119,,코인노래방,,g13,https://place.map.kakao.com/176560539#comment,0/5,g,와드코인노래연습장,
서울 서대문구 연세로7안길 1 (우)03788,,코인노래방,,g128,https://place.map.kakao.com/27306343#comment,0/5,g,와라 코인노래연습장 신촌2호점,
서울 동작구 동작대로27가길 20 (우)07008,,코인노래방,,g124,https://place.map.kakao.com/1610487772#comment,0/5,g,24시코인노래,
서울 양천구 중앙로 263 2층 (우)08073,,코인노래방,,g123,https://place.map.kakao.com/609962641#comment,0/5,g,K팝스타 코인노래연습장,
서울 서대문구 거북골로 39 (우)03665,,코인노래방,,g1211,https://place.map.kakao.com/498859258#comment,0/5,g,명지코인노래방,
서울 중랑구 중랑역로 57 지하1 (우)02104,,코인노래방,,g1210,https://place.map.kakao.com/469264889#comment,0/5,g,큐코인노래연습장 중화점,
서울 송파구 동남로 147 수동빌딩 지하1층 (우)05827,,코인노래방,,g12,https://place.map.kakao.com/349474814#comment,0/5,g,코인피그노래연습장,
서울 마포구 와우산로21길 10 (우)04040,,코인노래방,,g117,https://place.map.kakao.com/182397498#comment,0/5,g,KPOP 코인노래연습장,
서울 성동구 마조로3가길 27 지하1층 (우)04760,,코인노래방,,g115,https://place.map.kakao.com/2138942020#comment,0/5,g,리코스타코인노래연습장 한양대1호점,
서울 송파구 가락로 214 (우)05671,,코인노래방,,g114,https://place.map.kakao.com/792958296#comment,0/5,g,잇츠코인노래연습장,
서울 강서구 마곡중앙6로 89 3층 (우)07803,,코인노래방,,g113,https://place.map.kakao.com/700505614#comment,0/5,g,메가코인노래연습장,
서울 관악구 남부순환로 1599-3 지하 1층 (우)08759,24시간 코인노래방,코인노래방,,g112,https://place.map.kakao.com/641470754#comment,0/5,g,가수코인노래방,
서울 서대문구 명물길 33 (우)03776,,코인노래방,,g1113,https://place.map.kakao.com/27510857#comment,0/5,g,와라코인노래연습장,
서울 광진구 능동로 297 2층 (우)04997,,코인노래방,,g1111,https://place.map.kakao.com/1381433417#comment,0/5,g,세븐틴코인노래연습장 군자역점,
서울 금천구 시흥대로52길 65 2층 (우)08628,,코인노래방,,g111,https://place.map.kakao.com/1619564292#comment,0/5,g,코인스타동전노래연습장,
서울 구로구 시흥대로 565 3층 (우)08391,,코인노래방,,g110,https://place.map.kakao.com/353620143#comment,0/5,g,락휴코인노래연습장 구로디지털점,
서울 마포구 포은로 67 2층 (우)04017,,코인노래방,,g10,https://place.map.kakao.com/78187711#comment,0/5,g,K팝스타코인노래연습장 망원점,
